"","chimp","DOB.x","Dam.x","Sire.x","Sex.x","Rater.x","DOPR.x","DaysAgeatTest","YearsAgeatTest","location.x","Version.x","Group.size.x","fear.x","dom.x","pers.x","caut.x","stbl.x","aut.x","stngy.x","jeals.x","reckl.x","soc.x","tim.x","symp.x","play.x","sol.x","actv.x","help.x","buly.x","aggr.x","manp.x","gntl.x","affc.x","exct.x","impl.x","inqs.x","subm.x","depd.x","irri.x","pred.x","decs.x","depr.x","sens.x","defn.x","intll.x","prot.x","invt.x","clmy.x","errc.x","frdy.x","lazy.x","dsor.x","unem.x","imit.x","indp.x","DOB.y","Dam.y","Sire.y","location.y","Group.size.y","Sex.y","Rater.y","DOPR.y","Version.y","reckl.y","aut.y","symp.y","sol.y","buly.y","actv.y","fear.y","caut.y","imit.y","unem.y","stngy.y","play.y","sens.y","exct.y","aggr.y","indp.y","intll.y","affc.y","stbl.y","help.y","tim.y","impl.y","depd.y","decs.y","defn.y","irri.y","lazy.y","invt.y","dom.y","pred.y","frdy.y","depr.y","clmy.y","prot.y","subm.y","gntl.y","manp.y","soc.y","inqs.y","jeals.y","pers.y","errc.y","dsor.y","fear.z","pers.z","caut.z","stbl.z","aut.z","stngy.z","jeals.z","reckl.z","soc.z","tim.z","symp.z","play.z","sol.z","actv.z","help.z","buly.z","aggr.z","manp.z","gntl.z","affc.z","exct.z","impl.z","inqs.z","subm.z","depd.z","irri.z","pred.z","decs.z","depr.z","sens.z","defn.z","intll.z","prot.z","invt.z","clmy.z","errc.z","frdy.z","lazy.z","dsor.z","unem.z","imit.z","indp.z"
"95","Kasey","5/13/1986","Jenda","Iyk",0,"WH","9/30/97",4158,11.7,"Yerkes","B",NA,6,2,4,6,3,5,5,4,2,3,6,3,3,4,3,3,5,4,4,4,2,5,3,2,6,6,5,5,3,4,3,3,3,2,4,5,5,2,5,5,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Katrina","7/26/1987","Sheila","Walnut",0,"LF","7/18/97",3645,10.2,"Yerkes","A",2,5,1,4,5,4,6,1,1,1,4,4,4,3,2,4,5,1,1,1,5,6,4,2,4,5,5,2,4,4,2,6,2,6,5,4,3,1,6,1,1,1,7,4,"7/26/1987","Sheila","Walnut","Yerkes",2,0,"KB","10/04/1997","B",1,2,5,5,3,3,2,5,7,3,3,6,6,2,1,7,7,5,6,5,4,3,3,5,2,2,4,6,5,6,6,5,1,4,4,6,5,5,6,3,5,2,1,3.5,4.5,5,5,4,2,2,1,4.5,4,4.5,4.5,3.5,3.5,5,2,1,3,5.5,5.5,3,2.5,5,4.5,4,2,5,4.5,3.5,6,2,6.5,4.5,5,2,1.5,6,2.5,1,2,7,5.5
"97","Kengee","06/01/1988","Martha","Chuck",0,"AH","7/26/01",4803,13.5,"Yerkes","A",11,2,7,7,2,6,2,7,6,5,4,1,1,5,3,3,3,6,5,5,3,3,4,4,3,2,1,3,5,6,2,3,4,5,2,3,5,2,3,6,2,3,3,6,"06/01/1988","Martha","Chuck","Yerkes",11,0,"DP","7/27/01","B",3,1,5,2,6,6,2,2,6,2,7,7,5,5,5,6,7,6,6,4,2,5,2,6,5,1,3,6,6,5,5,2,4,5,2,3,6,6,6,7,6,2,2,2,6.5,2,6,1.5,7,6.5,4,5,1.5,3,6,2.5,4.5,3.5,6,5,5.5,3,4.5,4.5,4.5,4.5,2,1.5,2,5,6,2,4,4.5,6,3.5,4.5,4.5,2,4,4.5,2,2.5,4.5,6
"98","Kevin","07/08/1990","Barbara","Jimoh",1,"JF","01/12/1999",3110,8.7,"Yerkes","B",NA,6,2,2,2,2,1,5,4,7,4,2,2,6,4,6,2,7,5,2,1,3,5,6,6,5,4,3,3,6,1,4,5,6,1,4,2,3,3,1,4,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Lamar","4/27/1988","Lolita","Walnut",1,"LF","7/24/97",3375,9.5,"Yerkes","A",2,4,3,3,5,4,1,1,4,1,4,2,4,5,3,5,4,4,3,2,4,5,4,2,5,5,4,2,4,4,2,5,3,4,4,6,2,4,4,2,2,2,2,4,"4/27/1988","Lolita","Walnut","Yerkes",2,1,"DP","8/17/97","B",2,3,6,2,2,6,3,7,4,2,6,6,6,3,2,5,6,7,6,5,4,2,5,5,2,2,2,6,6,4,7,1,1,5,1,6,4,7,6,7,4,3,2,3.5,3.5,6,5,2,3.5,5.5,1.5,5.5,3,5,5.5,2.5,5.5,4.5,3,2.5,3,5,6,3.5,2,5.5,3,4.5,2,4,4.5,1.5,5.5,2.5,5,4.5,6,1.5,3.5,5.5,2,2,2,3,4.5
"100","Lana","10/07/1970","Banana","Hal",0,"MB","06/05/2002",11564,32.5,"Yerkes","B",4,1,2,2,7,7,6,1,1,1,4,5,5,2,2,2,6,1,1,6,6,5,1,6,5,6,5,3,6,7,3,7,1,6,6,5,1,2,4,5,1,3,5,7,"10/07/1970","Banana","Hal","Yerkes",4,0,"JK","06/05/2002","B",1,6,4,2,1,2,5,7,4,3,6,2,7,4,2,4,7,6,4,4,4,5,4,6,2,4,3,3,2,6,4,1,2,6,6,4,4,5,5,6,4,1,1,3,3,7,5.5,6,3.5,3.5,1,4.5,4.5,4.5,2,2,2,5,1,1.5,5,5,5.5,2.5,5.5,5,6,4.5,3.5,6,6.5,2,7,1.5,6.5,6,4,1.5,1.5,4,4,1,3,4.5,5.5
"101","Lee","12/29/1983","Halpha","Jiggs",0,"WH","07/12/1997",4944,13.9,"Yerkes","A",2,3,2,5,4,5,3,5,5,4,4,4,3,5,4,4,5,4,5,5,3,3,5,5,4,5,5,2,5,5,5,3,5,5,5,5,4,2,5,2,3,5,4,5,"12/29/1983","Halpha","Jiggs","Yerkes",2,0,"DP","7/27/01","B",3,1,5,3,4,2,2,5,3,2,6,3,5,3,2,6,6,6,6,3,2,4,3,5,6,2,6,4,6,6,6,2,5,5,4,4,3,6,3,6,4,2,5,2.5,4.5,4.5,5.5,2,5.5,5.5,3.5,5,3,4,4,3.5,3,4,4,3.5,4,3.5,4.5,4,4.5,3.5,4.5,4,2,5.5,5,3.5,4,5.5,5.5,5,4.5,4.5,2,5.5,4,4,3.5,3.5,5.5
"102","Lena","2/29/1976","Reba","Hep",0,"AH","7/15/01",9268,26,"Yerkes","A",2,4,3,4,6,3,2,2,2,2,5,4,5,2,4,3,4,1,1,6,5,5,4,3,5,6,3,1,3,4,3,6,5,5,4,5,4,2,4,4,3,4,4,3,"2/29/1976","Reba","Hep","Yerkes",2,0,"BN","06/02/2000","A",2,2,3,3,3,3,4,4,3,2,4,4,4,4,3,4,4,3,4,3,3,3,3,4,3,3,3,4,4,4,3,3,1,4,3,4,3,4,4,4,4,1,2,4,4,5,3.5,2,3,3,2,4.5,3.5,4,3,3.5,3,3.5,2,2,4.5,4.5,4,4,3,4.5,4.5,3,2,3.5,4,3,5,4,4.5,4,4.5,2.5,1.5,3.5,3.5,2.5,3,3.5,3.5
"103","Les","09/08/1975","Flora","Hal",1,"MW","7/15/01",9442,26.5,"Yerkes","A",2,7,1,6,6,2,6,5,6,3,2,6,4,2,3,5,2,1,3,4,2,2,7,5,2,7,2,5,5,4,4,6,1,4,1,2,2,6,3,3,5,2,1,1,"09/08/1975","Flora","Hal","Yerkes",2,1,"AH","7/30/01","B",3,3,2,5,2,4,7,5,4,2,3,3,5,5,2,3,4,3,2,3,6,3,5,3,2,4,4,4,1,3,3,4,4,2,7,4,5,3,4,5,5,5,3,7,5.5,5.5,2,4.5,4,5.5,3,2.5,6,3,2.5,4,4.5,2.5,1.5,2.5,4.5,3,2.5,6,4,3,7,3.5,4.5,4,3.5,4,5.5,1.5,4,1.5,3,3,5.5,3,3.5,4,2,2.5,2
"104","Leslie","01/01/1970","","",0,"AH","7/26/01",11529,32.4,"Yerkes","A",11,2,5,2,3,6,4,2,2,2,5,2,5,3,4,1,4,2,2,4,5,5,3,3,3,3,3,2,5,4,4,4,3,4,5,4,4,3,5,7,3,5,4,5,"01/01/1970","","","Yerkes",11,0,"WH","9/26/97","B",1,5,5,4,3,2,5,6,2,5,5,1,3,2,3,6,5,5,6,3,5,2,4,5,3,3,5,4,5,6,5,5,3,4,3,5,5,5,3,2,5,2,2,3.5,3.5,4.5,6,4.5,3.5,2,1.5,5,3.5,5,2,4,1.5,3.5,2.5,2.5,4.5,5,5,2.5,2.5,3,3,3.5,2.5,5.5,4.5,4.5,3.5,3,4.5,4.5,4,3.5,2.5,5,6,2.5,5,3,5.5
"105","Lil'One","01/01/1969","","",0,"AH","7/26/01",11894,33.4,"Yerkes","A",9,5,3,5,4,3,2,1,2,3,4,4,5,3,3,3,5,3,3,5,5,5,5,3,4,3,3,3,5,4,3,5,3,5,5,5,5,3,5,3,2,3,4,3,"01/01/1969","","","Yerkes",9,0,"SS","1/14/99","B",2,1,5,4,2,2,2,4,1,3,6,2,5,2,1,6,7,6,5,4,3,1,2,6,4,1,2,4,4,6,6,1,1,5,4,6,5,5,6,5,6,2,2,3.5,5.5,4,4,1.5,3.5,3.5,2.5,4.5,3.5,5,2.5,3.5,2.5,4.5,2.5,2,5,5.5,5.5,3.5,2,5,3.5,2.5,2,5.5,5,2,5,3.5,6,5,4.5,3,2.5,5.5,2.5,2,3,2.5,4.5
"106","Lindsey","02/10/1994","Leslie","Lux",0,"KG","02/01/1998",1452,4.1,"Yerkes","A",NA,4,5,6,5,3,5,4,6,3,5,5,5,4,3,4,5,4,3,7,4,5,5,3,5,5,6,4,4,6,4,5,2,6,4,5,4,4,4,3,2,4,5,3,"02/10/1994","Leslie","Lux","Yerkes",NA,0,"LP","06/11/2000","B",5,6,3,2,4,6,5,3,4,3,6,6,4,6,4,4,3,6,3,3,3,5,4,5,4,4,2,4,4,3,5,2,4,3,4,3,3,4,4,6,4,5,2,4.5,5,4,3,5.5,5,6,4,4.5,4,4,5,2.5,5,4,4,3.5,5,3.5,5.5,5.5,4,4.5,4.5,5,4,3.5,5.5,3,4.5,3,4.5,3.5,4.5,4,4.5,4.5,2.5,2,3.5,4.5,3.5
"107","Liza","3/19/1994","Georgia","Jimoh",0,"SS","1/19/99",1767,5,"Yerkes","B",NA,2,2,6,2,4,1,3,4,5,5,2,4,5,1,4,4,2,2,2,4,6,5,4,6,3,4,2,3,4,2,4,4,5,3,4,2,1,5,1,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Lizzie","08/06/1990","Foxy","Edward",0,"SS","1/14/99",3083,8.7,"Yerkes","A",NA,3,3,5,4,4,3,3,3,3,6,3,4,7,1,6,6,4,3,3,4,5,3,3,6,3,4,3,5,4,2,4,2,5,4,4,1,1,6,1,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Lolita","08/01/1959","","",0,"WH","7/24/97",13872,39,"Yerkes","A",3,4,4,5,5,4,2,5,2,2,5,6,4,4,5,2,4,3,2,5,5,4,5,3,3,4,4,4,5,4,5,5,3,4,4,4,3,3,5,6,2,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Lucas","3/22/1993","Bo","Rogger",1,"WH","09/12/1997",1635,4.6,"Yerkes","A",2,1,6,7,2,2,6,4,6,7,6,1,2,4,3,5,2,4,6,3,4,5,7,4,3,3,2,3,5,5,2,3,6,2,4,2,3,4,5,2,2,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Lucy","07/01/1956","","",0,"DL","10/04/1997",15070,42.3,"Yerkes","B",NA,6,2,2,6,5,5,3,3,2,5,6,5,2,5,3,5,2,3,3,6,5,3,2,2,6,7,4,5,4,3,6,3,4,6,2,5,2,5,5,2,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Lulu","01/01/1957","","",0,"SS","1/14/99",15353,43.1,"Yerkes","B",NA,3,1,4,4,3,2,2,4,1,5,4,5,4,4,3,5,1,1,3,5,5,5,2,5,4,4,2,6,4,2,5,3,5,5,2,2,2,6,2,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Luther","1/14/1990","Pamela","Rogger",1,"AH","7/15/01",4200,11.8,"Yerkes","A",2,2,2,5,4,7,2,2,2,2,4,3,3,1,5,1,5,4,3,2,6,4,2,1,5,3,4,2,7,6,4,4,3,2,4,2,4,1,4,5,3,5,3,4,"1/14/1990","Pamela","Rogger","Yerkes",2,1,"MW","7/29/01","B",4,5,4,3,3,6,4,4,6,3,4,5,5,6,5,4,4,4,3,4,3,5,4,5,4,5,2,3,4,3,4,4,3,5,4,4,3,4,5,5,6,5,3,3,5.5,4,5,3.5,3,3.5,3,4,3,3.5,3,4,3.5,4.5,3.5,4,2.5,5,4,4,3,5,3.5,4,3.5,5,5.5,4,4.5,3.5,3,4.5,2.5,3.5,3,4,3.5,3,4,4.5,4
"114","Lux","8/16/1981","Marilyne","Walnut",1,"AH","7/26/01",7284,20.5,"Yerkes","A",11,2,6,5,3,4,3,2,2,3,3,3,3,3,5,3,4,4,5,4,4,3,5,4,4,1,1,2,3,3,5,3,5,4,4,4,5,4,4,6,5,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Lyons","08/03/1984","Lilone","Rogger",1,"SS","1/14/99",5277,14.8,"Yerkes","B",NA,4,5,5,2,2,5,6,5,7,4,2,3,5,3,5,2,6,6,5,2,3,6,6,5,3,3,5,3,4,3,3,5,4,3,4,2,5,3,3,2,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Magnum","07/08/1989","Gay","Rogger",1,"SS","01/10/1999",3473,9.8,"Yerkes","A",NA,5,3,4,5,3,2,2,2,1,5,4,4,6,2,6,4,3,2,2,5,4,4,4,6,6,6,1,3,4,2,6,3,5,3,5,1,2,5,1,3,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Mai","01/01/1964","","",0,"TH","8/16/00",13377,37.6,"Yerkes","B",NA,5,2,6,4,2,1,6,6,2,3,6,3,2,4,2,4,5,4,4,3,5,6,1,2,6,6,6,2,5,5,4,4,4,6,2,2,6,3,6,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Marietta","08/03/1973","Martha","Homer",0,"MW","7/15/01",10208,28.7,"Yerkes","A",2,6,1,2,6,3,2,3,3,2,3,5,5,3,2,2,4,1,2,2,5,4,4,2,2,6,5,2,5,4,6,6,2,4,2,2,4,1,5,6,4,3,3,2,"08/03/1973","Martha","Homer","Yerkes",2,0,"SS","1/14/99","B",3,6,3,6,5,3,3,3,4,3,5,2,3,2,2,5,4,2,4,3,4,3,3,4,4,4,2,4,4,4,2,4,1,2,3,4,4,2,4,5,5,4,2,4.5,3.5,4.5,3.5,4,4,4,2.5,2.5,4.5,4,2.5,4,2.5,3.5,3,2,3,4.5,3,3,2.5,3,4.5,4,3,4.5,4,5,4.5,3,4,2,3,2.5,2.5,3.5,4,3,3,3.5,3.5
"119","Marilyne","1/13/1971","Lola","",0,"SS","1/14/99",10228,28.7,"Yerkes","B",NA,2,7,7,1,5,2,7,6,6,3,1,1,3,6,3,3,5,5,7,3,4,3,5,4,1,1,5,4,7,4,4,7,7,3,5,2,3,3,2,1,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Martha","07/07/1960","Flora","Jent",0,"SS","1/14/99",14070,39.5,"Yerkes","B",NA,2,3,3,4,4,2,3,2,2,3,2,4,2,4,2,4,2,1,2,4,4,3,1,3,2,3,1,6,4,2,4,1,5,4,1,1,2,4,6,1,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Mary","07/07/1960","Flora","Jent",0,"AH","7/15/01",14983,42.1,"Yerkes","A",2,3,1,2,6,4,1,1,1,1,3,5,4,2,5,1,2,1,1,4,6,5,4,2,2,6,5,2,6,5,4,5,1,4,3,2,5,2,3,7,1,5,4,4,"07/07/1960","Flora","Jent","Yerkes",2,0,"BN","06/02/2000","A",3,3,3,5,2,3,3,4,3,4,4,2,4,3,2,3,3,3,4,3,5,2,4,4,3,3,4,3,3,4,2,4,3,2,5,4,3,3,3,3,3,2,4,3,2.5,5,4,2,2.5,2,2,3,5,3.5,2,5,2,2.5,1.5,1.5,3.5,5,4,3.5,2,2.5,5.5,4.5,2.5,5,4.5,4,4.5,2,3.5,2.5,2.5,4,2,2.5,5.5,2.5,4.5,3.5,3.5
"122","Mason","9/18/1984","Gwennie","Walnut",1,"AH","7/26/01",6155,17.3,"Yerkes","A",2,1,5,2,2,3,2,2,2,3,5,1,3,4,3,4,3,3,3,4,3,4,4,3,4,4,3,4,4,4,2,4,3,5,3,2,3,3,4,4,3,3,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Maxine","02/10/1957","","",0,"MW","7/15/01",16226,45.6,"Yerkes","A",2,7,1,5,7,3,2,2,5,2,3,7,3,2,2,1,6,1,1,2,6,4,5,2,3,7,6,4,6,2,6,5,2,5,1,2,3,2,4,6,4,3,2,2,"02/10/1957","","","Yerkes",2,0,"BN","5/20/00","A",2,2,3,4,1,2,3,4,2,4,2,2,4,3,1,3,3,3,4,3,4,2,4,4,2,2,4,2,2,4,3,4,2,2,4,4,1,3,4,1,2,1,2,5,3.5,5.5,3.5,2,2,3,2,3,5.5,3,2,3,1.5,4.5,1,1,1.5,5,3.5,4,2,3.5,5.5,5,3,5,3,5,4.5,2,4,1.5,2,2.5,1.5,3.5,5,3,3.5,2,2.5
"124","Mega","11/27/1984","Cookie","Jimoh",0,"DP","7/27/01",6086,17.1,"Yerkes","A",2,1,6,3,5,6,1,6,6,7,6,2,3,3,2,4,3,4,2,4,3,3,6,2,1,3,2,4,7,7,2,5,6,6,4,2,2,2,5,2,1,1,6,6,"11/27/1984","Cookie","Jimoh","Yerkes",2,0,"WH","8/19/97","B",5,4,3,5,5,5,2,2,5,4,5,3,4,5,4,5,5,3,4,3,2,5,4,5,5,5,4,5,5,5,3,4,3,5,3,3,5,4,4,1,5,3,3,1.5,4,3.5,5,2.5,5.5,3.5,6,5,2,3,3,3.5,4.5,3,4.5,3,4.5,3,3,5.5,3.5,2.5,3,3,4.5,6,6,3,4.5,5.5,5.5,4.5,3.5,2.5,2.5,4,3,2,2.5,5.5,5.5
"125","Melinda","10/30/1982","Lana","Juan",0,"WH","1/15/98",5556,15.6,"Yerkes","A",8,6,3,2,5,6,1,2,2,1,5,6,4,4,3,4,4,1,2,5,6,5,3,1,1,5,5,2,5,4,3,5,1,4,6,2,2,2,5,4,4,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Melissa","6/27/1981","Tai","Harv",0,"WH","7/23/97",5870,16.5,"Yerkes","A",8,1,7,7,2,3,1,7,7,6,4,2,2,6,4,6,3,7,4,7,2,4,5,5,6,2,2,4,4,6,2,3,6,6,5,NA,NA,NA,NA,NA,4,2,4,7,"6/27/1981","Tai","Harv","Yerkes",8,0,"MW","7/26/01","B",4,1,1,3,6,3,3,3,2,3,6,2,4,5,4,6,6,4,3,3,2,6,2,6,4,5,5,4,5,5,4,2,3,4,2,3,6,4,5,6,6,4,4,2,6.5,2.5,3,1,6.5,6.5,5,4,2,1.5,4,3.5,4.5,3,6.5,4,6.5,2.5,4,5,5.5,5.5,2,2,4.5,4.5,6,2,3.5,5,6,4.5,NA,NA,NA,NA,NA,4,2.5,3,6.5
