X1..I.like.to.have.the.final.s,X2..I.spend.a.lot.of.time.visi,X3..I.often.want.to.impress.ot,X4..It.is.not.important.to.me.,X5..I.try.to.be.in.the.company,X6..I.feel.sad.if.nobody.recog,X7..Encounters.with.other.peop,X8..I.like.buying.things.which,X9..I.would.like.to.be.an.exec,X10..I.have.little.interest.in,X11..I.would.be.very.worried.i,X12..I.want.to.be.able.to.shar,X13..Getting.close.to.someone.,X14..I.feel.confident.when.dir,X15..Often.I.would.rather.be.a,X16..The.idea.of.not.having.an,X17..I.start.worrying.instantl,X18..I.try.to.control.others.r,X19..I.am.happy.to.do.people.f,X20..I.like.to.fully.immerse.m,X21..I.am.willing.to.use.aggre,X22..I.am.more.likely.to.help.,X23..Others.know.it.is.better.,X24..I.do.not.enjoy.having.aut,X25..Iƒ..m.very.keen.on.an.und,X26..It.is.important.to.me.to.,X27..I.go.out.of.my.way.to.mee,X28..I.enjoy.having.control.ov,X29..I.often.try.to.get.my.own,X30..I.do.not.have.a.forceful.,X31..It.is.better.to.do.good.t,X32..I.like.it.when.others.loo,X33..I.become.scared.when.I.lo,X34..The.opportunity.to.exerci,X35..Continuously.improve.myse,X36..To.be.in.a.leadership.pos,X37..Continuously.engage.in.ne,X38..Give.sympathy.and.love.to,X39..Opportunities.to.influenc,X40..Projects.that.challenge.m,X41..Personally.producing.work,X42..Be.respected.and.admired.,X43..Opportunities.to.take.on.,X44..High.social.status.,X45..Have.a.close..intimate.re,X46..Be.able.to.exert.influenc,X47..Engage.in.a.lot.of.activi,X48..To.be.well.known.to.a.lot,X49..A.position.with.prestige.,X50..Maintaining.high.standard,X51..Be.held.in.high.esteem.by,X52..Not.being.separated.from.,Age.in.years.,subject,gender
5,1,4,4,1,4,2,3,3,3,5,2,3,3,2,5,2,4,4,1,4,2,4,3,5,6,1,2,4,5,5,3,4,2,5,2,5,4,3,4,6,2,4,2,5,4,1,1,3,6,5,5,30,374,male
2,4,2,2,4,5,4,1,1,1,2,4,1,1,1,6,2,1,4,2,4,1,2,1,2,3,1,1,4,1,5,2,5,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,26,375,male
4,3,4,4,4,2,2,2,5,5,2,6,4,5,2,2,2,4,5,3,2,2,2,5,2,4,1,4,2,2,6,4,4,4,6,5,5,6,4,5,6,4,5,1,5,2,1,1,1,6,4,5,23,376,female
4,4,2,2,4,3,4,2,3,3,3,4,3,5,5,4,2,4,4,4,3,3,2,3,3,4,2,3,4,3,5,4,4,3,6,2,4,3,2,5,5,2,4,2,5,3,3,1,1,4,3,5,38,377,male
5,2,4,6,2,5,5,1,3,5,4,4,4,5,2,6,5,4,6,6,3,4,4,3,4,4,2,1,1,2,6,4,5,1,6,2,6,6,2,4,6,3,4,1,6,2,3,1,1,6,4,6,24,378,female
5,4,6,2,4,6,4,5,6,1,5,4,2,6,3,6,5,5,4,4,2,6,6,6,5,6,4,6,6,5,5,6,4,5,4,6,6,2,6,5,4,6,5,5,4,6,4,6,6,5,6,4,41,379,male
4,2,2,6,3,3,3,1,3,3,5,5,4,5,1,5,4,4,5,5,3,1,2,3,5,5,2,3,3,1,5,4,3,2,6,2,6,3,3,6,6,4,6,2,5,3,2,2,4,6,5,4,NA,380,NA
6,5,5,6,5,4,5,3,6,3,5,6,5,3,4,4,4,4,5,5,3,4,4,3,6,5,5,3,4,3,6,5,3,3,6,4,6,6,5,4,6,5,6,4,6,6,6,4,4,6,6,6,25,381,female
5,2,4,3,2,2,2,3,4,5,5,4,3,5,2,6,3,4,4,4,3,3,4,4,4,4,2,4,4,4,5,3,3,2,4,2,5,2,2,4,6,2,5,2,2,1,1,1,1,5,2,2,33,382,female
4,3,3,3,3,4,5,3,3,3,3,5,4,4,4,3,2,2,4,5,2,2,2,3,3,3,3,3,2,2,6,4,3,1,5,1,2,5,2,2,4,3,2,2,6,2,2,2,2,5,3,6,50,383,female
4,5,3,3,5,4,5,3,3,3,3,5,5,4,4,4,3,3,4,5,3,3,3,3,4,3,5,3,3,2,5,4,3,2,6,3,5,6,3,4,5,3,5,1,6,3,5,2,1,5,1,6,34,384,female
5,5,4,5,5,4,4,1,1,1,5,6,2,1,6,1,5,1,5,5,1,1,1,2,4,2,2,1,2,1,6,4,4,1,6,1,6,6,6,3,5,5,2,1,6,5,5,6,4,5,5,5,25,385,female
4,4,5,5,4,4,4,6,5,5,5,5,3,4,2,5,4,2,4,5,5,5,3,4,4,5,3,4,3,2,6,6,4,6,6,6,6,5,5,6,6,6,6,6,6,5,5,6,6,6,6,6,30,386,male
4,3,4,6,3,4,4,1,1,3,6,6,3,3,2,6,5,1,5,6,1,1,2,2,5,3,2,1,1,1,6,5,4,1,6,1,5,6,2,4,6,5,5,1,6,2,4,1,1,6,6,6,29,387,female
4,3,3,4,3,3,3,3,4,3,4,4,3,4,3,3,3,3,4,4,4,3,3,4,3,3,3,3,3,3,6,4,3,2,5,3,4,4,3,4,4,3,4,3,4,3,3,2,3,5,3,4,38,388,male
5,3,4,3,3,3,3,3,4,2,4,4,3,4,3,5,2,4,4,5,4,4,3,4,4,4,2,3,4,2,6,4,4,2,3,2,3,5,3,2,2,3,2,2,3,3,3,2,2,3,3,4,31,389,male
5,2,4,4,3,4,4,2,5,5,5,5,4,3,2,5,4,4,6,6,1,3,4,5,4,5,3,4,3,4,6,5,4,2,6,3,5,4,2,5,6,6,5,2,6,3,1,1,3,5,5,6,29,390,male
5,5,6,2,6,4,5,4,3,3,4,5,3,4,5,3,3,3,5,5,4,3,3,4,4,4,4,5,4,2,6,5,4,3,5,3,5,5,4,3,4,5,4,2,4,4,5,3,3,4,4,5,20,391,male
4,6,5,5,4,5,5,5,4,5,3,3,5,5,2,4,6,4,3,5,5,4,5,3,5,5,3,5,4,1,5,5,5,5,6,4,4,5,5,3,4,5,5,6,5,5,5,4,4,4,4,5,25,392,male
4,5,5,5,4,5,4,2,2,2,5,5,2,4,3,5,5,3,4,5,2,4,2,2,5,5,3,4,4,2,6,5,5,2,5,2,6,4,3,5,5,5,4,3,3,3,3,4,3,5,4,5,28,393,female
4,5,4,4,5,4,4,3,3,4,4,5,5,4,4,5,5,3,6,5,3,3,3,3,4,4,2,3,3,2,6,5,4,2,5,3,4,5,3,5,5,4,4,3,6,2,4,3,3,5,5,6,25,394,male
5,6,4,3,5,4,5,2,3,3,4,5,6,4,3,5,4,4,5,5,3,3,3,3,4,4,5,3,3,2,6,3,4,2,5,2,4,6,3,5,5,3,4,2,6,2,4,2,2,4,2,5,20,395,male
4,3,5,5,3,5,4,5,4,4,5,5,4,5,2,5,4,4,4,5,3,2,5,4,5,5,4,4,5,3,6,5,4,4,6,3,5,4,4,5,5,3,4,1,4,3,2,5,4,5,5,5,33,396,male
5,4,4,5,4,5,5,4,2,4,5,5,3,2,4,5,3,4,5,6,3,4,2,4,5,4,2,3,5,4,6,5,4,2,5,3,5,4,5,3,6,3,4,2,4,3,5,4,4,6,4,5,23,397,male
5,2,3,4,2,4,3,3,2,2,4,2,2,3,1,5,3,4,4,2,2,2,5,3,4,2,1,3,3,2,5,3,4,2,3,2,2,3,2,2,2,3,2,2,2,2,1,1,1,3,3,3,NA,398,NA
5,5,5,5,5,2,5,5,5,5,5,5,5,5,2,5,5,2,5,5,2,2,2,5,2,4,2,4,2,3,4,2,3,4,5,5,5,2,5,4,4,4,4,2,4,4,4,4,4,4,4,4,21,399,male
4,3,4,5,5,3,5,2,4,4,4,5,2,4,3,3,2,2,5,5,3,2,2,4,4,4,4,4,2,2,6,5,3,3,6,4,6,6,4,5,5,5,5,2,5,4,4,3,3,5,5,5,24,400,male
5,4,4,3,4,4,4,5,5,4,5,5,4,4,2,4,4,4,5,6,4,2,4,4,5,3,3,4,4,3,6,5,4,4,6,3,4,5,5,5,6,4,5,3,5,4,3,3,4,5,5,6,23,402,male
4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,2,2,2,2,2,2,2,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,403,male
4,2,5,5,3,5,5,2,4,3,4,4,3,5,3,5,3,4,5,4,4,3,4,4,4,5,3,2,3,4,5,5,3,3,4,3,4,2,4,5,5,5,5,2,3,3,3,2,2,4,4,3,33,404,male
6,6,4,6,5,3,2,1,6,5,2,4,4,6,1,5,5,6,6,4,4,5,5,6,4,5,2,6,6,3,6,5,5,4,6,4,4,5,5,6,6,4,5,2,4,5,3,1,2,6,3,4,NA,405,NA
3,2,3,3,3,3,3,1,1,2,4,4,3,1,2,4,2,2,4,3,2,3,3,2,3,2,1,2,3,2,6,4,3,2,4,2,4,3,3,3,4,3,4,2,5,2,3,2,2,4,3,5,43,406,male
5,1,4,4,1,2,4,4,4,4,5,5,2,4,1,4,3,5,4,3,3,2,4,4,4,3,1,4,3,4,6,4,4,4,5,4,3,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,28,407,female
4,2,4,2,5,2,4,3,4,2,5,5,3,5,5,1,1,3,5,4,2,4,2,2,5,4,2,2,2,2,5,4,1,2,4,2,4,2,3,3,4,3,2,4,5,2,3,2,3,5,2,4,26,408,male
2,5,2,2,5,2,5,2,2,2,5,5,1,5,5,6,2,2,5,2,5,2,2,2,2,2,2,2,2,5,5,5,5,1,6,1,1,5,1,1,6,1,1,1,3,1,1,1,1,6,1,6,27,409,male
1,4,5,6,4,3,4,1,1,1,6,6,6,2,2,5,1,3,5,6,6,6,3,2,6,6,2,1,1,1,6,6,3,4,6,1,6,4,4,6,6,3,6,1,6,1,3,2,2,6,6,6,31,410,male
4,3,3,3,3,4,4,3,3,3,4,6,6,3,2,4,4,3,4,6,3,2,3,3,3,3,3,3,3,2,6,4,4,1,6,1,5,6,4,4,6,3,4,2,6,3,3,2,2,5,3,5,51,411,female
5,2,1,6,1,5,4,3,3,2,6,6,4,3,3,5,1,1,5,6,2,3,4,4,6,6,3,3,3,5,6,6,3,1,6,3,4,5,3,4,4,6,4,1,6,4,4,3,4,4,6,6,41,412,female
5,2,4,5,3,4,4,5,4,4,5,5,2,4,3,4,2,4,5,4,5,5,4,5,5,4,4,4,4,5,6,4,3,3,4,4,4,4,3,3,3,4,4,4,4,3,3,3,3,3,4,4,59,413,male
4,5,3,5,4,2,3,3,3,5,4,5,5,6,5,3,3,3,4,4,2,1,3,5,2,3,2,2,2,4,6,4,2,4,5,4,5,5,3,4,4,3,4,4,5,4,4,3,3,5,3,5,29,414,male
3,4,5,4,2,4,4,4,5,5,5,4,1,4,4,4,2,3,5,4,5,3,2,5,4,3,3,4,4,4,6,5,3,3,5,3,4,2,4,3,4,4,3,3,4,4,4,3,3,4,4,5,22,415,male
4,2,1,1,1,1,6,1,4,4,2,5,3,5,3,2,1,3,4,5,1,1,2,4,3,4,3,4,2,3,6,5,1,3,6,3,5,6,3,4,6,2,4,1,5,3,2,2,3,6,2,5,59,416,male
6,6,6,6,3,6,5,2,6,4,4,2,2,5,3,4,4,5,5,2,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,4,2,5,5,5,5,5,5,2,22,417,male
5,3,5,4,3,2,4,4,3,3,4,6,4,4,4,5,4,3,5,4,4,4,2,4,5,4,2,2,3,3,6,4,4,1,3,2,2,4,2,1,4,4,2,1,4,2,3,1,2,4,2,2,26,418,male
4,3,4,3,3,3,5,2,1,3,5,5,2,4,3,4,1,4,5,4,1,1,4,3,4,3,3,3,4,3,6,4,3,2,6,3,4,6,3,4,4,4,3,2,6,3,4,3,3,5,4,6,60,419,female
4,3,4,3,4,4,5,3,4,5,5,5,2,5,4,2,2,2,5,3,1,1,2,3,5,5,3,4,3,3,5,5,1,3,5,5,5,6,4,5,6,6,5,2,5,3,4,2,3,6,5,5,29,420,male
4,5,4,4,4,3,4,3,4,4,4,5,4,4,4,4,4,3,4,4,3,4,3,3,4,4,4,2,3,3,4,4,4,5,5,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,5,25,422,female
5,2,5,4,4,3,3,5,5,4,4,4,3,4,4,4,3,5,3,3,4,3,4,5,4,4,2,5,4,4,5,5,4,4,6,4,5,2,4,3,4,4,4,5,4,4,3,4,5,4,5,4,24,423,male
5,4,4,4,2,1,5,1,4,4,3,4,4,6,6,1,1,3,4,4,1,4,3,5,3,4,3,4,2,5,6,5,1,5,6,5,6,6,6,6,6,6,6,1,5,6,6,3,6,5,5,6,27,425,female
6,2,4,5,2,4,2,4,2,3,2,4,2,4,3,4,4,3,4,3,3,4,4,3,4,4,1,2,4,3,4,4,4,2,6,2,6,3,4,5,5,3,5,3,3,3,1,1,1,4,4,2,36,426,female
4,5,2,6,4,2,5,2,1,4,6,5,4,5,6,2,2,2,5,6,1,1,1,4,6,3,4,2,1,2,6,4,3,1,6,2,4,6,3,4,6,5,2,2,6,2,5,3,1,6,6,6,42,427,female
4,1,6,6,2,5,3,4,5,5,5,6,2,5,3,5,4,4,6,6,4,3,3,5,4,6,2,4,2,5,4,6,4,3,4,6,3,4,3,3,4,5,4,2,4,3,1,2,4,3,6,3,24,428,female
3,3,2,4,3,2,4,2,1,1,5,5,4,2,3,3,2,4,3,4,1,5,2,1,5,1,3,1,2,1,6,3,3,2,6,1,3,6,2,3,6,4,3,2,6,2,3,3,1,6,5,6,67,429,female
4,4,4,3,4,4,4,3,4,4,3,5,4,3,4,4,4,3,4,4,4,4,4,2,6,5,4,4,4,3,4,5,4,4,5,4,4,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,NA,430,NA
4,2,4,4,3,4,5,3,2,4,4,5,4,5,4,3,2,2,5,5,3,4,2,2,4,6,2,2,3,3,4,4,5,3,6,3,4,3,3,5,6,4,5,4,5,3,3,4,4,4,5,3,29,432,male
4,5,4,4,5,4,5,3,4,5,5,5,4,5,5,3,3,4,5,5,2,5,3,4,5,4,5,3,3,2,5,5,2,4,5,5,5,5,4,5,5,5,5,3,5,4,5,4,3,5,5,5,50,433,male
3,4,2,4,4,4,5,2,3,4,4,5,2,4,6,2,2,3,5,4,4,3,3,4,4,3,4,3,4,5,5,4,2,3,4,3,3,5,2,3,5,3,3,2,5,3,5,2,2,4,3,4,39,434,male
4,5,4,4,5,3,4,2,4,2,3,6,3,4,3,5,2,5,5,5,4,3,3,5,3,4,4,5,4,6,4,5,3,3,4,4,4,4,5,5,5,4,5,3,4,3,4,4,4,4,4,2,34,435,female
3,3,3,3,3,3,4,3,5,5,3,5,4,5,4,3,3,3,4,4,2,2,3,5,3,4,3,5,3,4,6,5,3,4,5,4,5,5,4,5,6,3,5,2,5,4,3,2,3,6,3,4,64,436,female
4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,3,4,4,2,4,4,3,3,3,4,4,4,3,3,3,4,5,5,4,4,4,3,3,4,4,3,3,4,2,3,3,3,3,3,3,3,3,21,437,female
5,5,3,5,4,4,5,5,3,2,5,4,3,2,5,4,3,2,5,5,2,4,2,2,4,3,3,2,2,2,6,4,2,2,6,2,5,6,3,4,6,3,4,2,6,3,6,4,2,6,4,6,25,438,female
3,4,4,2,4,3,3,2,3,4,2,3,4,4,2,4,4,3,3,4,4,3,3,3,4,5,4,4,3,3,4,5,4,3,4,4,3,2,3,4,4,3,3,4,3,3,4,4,5,4,4,3,24,439,male
4,3,3,1,3,4,4,4,5,4,5,5,3,3,3,3,3,3,5,5,6,1,3,4,6,5,4,3,5,3,6,4,2,2,5,3,2,3,3,4,6,3,2,1,5,3,2,3,3,6,4,5,34,440,male
3,2,3,4,2,3,4,3,4,4,4,5,3,3,2,4,2,2,5,5,2,2,2,3,4,3,2,3,2,2,5,3,4,2,4,2,3,5,2,2,5,3,2,2,6,3,2,2,2,5,5,5,NA,441,NA
5,5,4,5,5,4,5,3,4,4,5,5,4,4,5,5,4,3,5,5,3,3,3,4,5,4,5,4,3,4,6,5,5,3,4,4,4,5,4,5,5,5,4,3,6,4,4,3,4,5,5,6,64,442,male
5,2,5,5,2,4,6,1,1,3,4,5,5,2,1,6,4,4,5,6,2,5,4,1,4,4,2,2,4,2,6,5,6,2,6,2,6,6,4,4,6,4,4,2,6,4,4,2,2,6,4,6,25,443,female
6,4,6,6,4,4,5,5,5,6,5,6,4,6,1,6,4,6,6,5,4,3,6,6,6,6,5,6,6,4,6,6,4,6,6,6,6,6,6,6,6,6,6,6,4,6,4,4,6,6,6,4,38,444,male
2,2,2,3,3,2,4,1,1,2,4,4,2,3,3,3,2,2,4,3,2,1,2,2,3,2,2,1,1,1,6,3,3,1,4,1,2,6,2,3,6,3,3,1,2,1,2,1,1,5,3,5,53,445,female
5,4,5,5,4,4,5,4,3,3,6,4,2,6,4,5,2,4,5,3,1,2,2,3,5,4,3,2,3,4,6,5,5,2,4,3,4,5,2,4,6,6,4,5,6,2,5,2,5,6,5,5,25,446,female
2,4,2,5,5,2,4,2,2,3,5,5,4,4,5,2,2,2,5,4,2,2,2,2,5,2,3,2,2,3,5,4,2,2,5,2,5,5,2,5,5,4,5,2,5,2,4,2,2,5,5,5,51,447,female
3,3,5,5,3,5,5,5,3,1,5,5,5,2,3,4,4,3,5,5,3,3,3,3,4,4,4,3,3,3,5,4,3,2,4,2,4,5,2,4,4,4,3,4,6,3,3,3,3,4,4,6,37,448,female
4,3,4,4,4,2,4,2,1,1,4,6,3,2,3,4,2,1,5,5,1,1,2,1,3,2,1,1,1,1,6,4,5,1,6,1,5,5,4,6,6,4,5,3,5,3,3,3,4,5,4,5,21,449,female
4,3,2,4,2,2,3,1,1,3,2,5,3,2,2,4,4,4,5,6,4,2,4,4,3,3,2,3,4,4,5,4,3,2,6,2,3,5,3,3,4,3,4,2,5,3,4,3,2,4,4,6,38,450,female
4,3,4,5,4,4,5,3,4,5,5,5,5,5,4,5,4,4,4,4,2,3,3,4,5,4,4,4,3,4,5,5,4,4,5,4,5,5,4,5,5,5,5,3,5,3,3,3,3,5,4,5,54,451,female
5,4,4,3,4,2,5,3,5,5,4,6,5,5,4,6,3,3,5,5,3,2,3,5,3,3,5,4,3,4,5,5,4,4,6,5,5,5,5,6,6,5,5,3,6,5,5,3,3,6,5,6,31,453,female
4,1,3,5,1,2,4,2,1,1,3,4,2,2,2,5,2,4,5,3,4,2,2,2,2,4,1,1,4,4,6,4,3,1,5,1,5,4,2,4,4,2,4,1,6,2,1,1,1,4,3,4,34,454,male
4,3,4,3,4,3,4,3,4,4,4,5,5,3,4,5,4,2,4,5,4,5,3,4,4,4,3,2,2,3,6,3,4,3,5,3,4,3,2,3,4,4,5,3,6,3,4,2,2,4,4,3,28,455,male
5,4,3,2,4,2,5,3,5,6,4,6,2,6,4,4,2,5,5,5,3,2,4,5,5,4,5,4,3,6,6,4,3,3,6,5,6,1,3,5,6,3,5,2,6,4,4,2,2,6,5,5,26,456,female
5,6,6,6,5,4,4,1,1,3,5,4,4,4,2,5,3,4,6,6,2,1,1,3,6,6,5,1,4,4,6,6,1,4,6,4,4,6,6,6,6,6,6,1,6,6,6,6,1,6,6,6,31,457,male
6,6,6,1,6,6,6,6,6,1,6,6,3,6,6,6,1,1,6,6,1,3,6,1,1,6,6,1,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,6,1,1,24,458,male
1,2,2,2,2,2,5,2,2,1,5,5,5,2,5,2,2,2,5,5,2,5,2,2,4,2,5,2,2,2,5,2,2,2,5,2,5,5,2,5,5,2,5,1,6,1,5,1,1,6,1,6,50,460,female
2,6,3,5,6,4,6,1,2,3,3,6,5,4,4,3,2,2,6,6,3,1,1,4,4,3,6,3,1,3,6,6,2,1,6,2,3,6,2,2,6,4,3,1,6,2,2,2,2,5,3,6,25,461,male
3,5,5,3,5,3,3,5,5,2,3,3,5,5,3,5,5,5,5,4,5,5,4,4,3,5,5,5,4,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,4,4,4,5,5,4,32,462,male
3,2,3,2,2,4,4,1,1,1,2,5,2,1,1,5,3,3,6,4,1,2,3,1,4,2,2,1,4,2,6,6,4,1,6,1,4,5,1,3,5,5,3,1,4,1,3,2,1,5,5,5,46,463,female
4,3,2,3,3,2,4,1,1,1,3,4,3,3,3,3,3,3,4,3,2,2,2,1,3,2,3,3,3,3,5,3,2,2,3,2,3,4,2,3,3,2,3,1,4,2,2,2,1,3,3,5,54,464,female
2,3,1,5,2,1,3,1,1,6,5,5,3,6,1,6,2,4,4,6,3,1,2,5,5,6,1,2,2,3,6,6,2,3,6,4,6,6,4,5,6,2,5,1,6,1,1,1,1,6,1,6,32,465,male
5,4,3,3,4,2,4,2,4,5,2,4,2,5,4,2,2,3,4,3,4,2,3,5,2,2,3,4,3,3,5,4,2,3,4,4,4,4,3,3,4,2,4,1,3,3,3,1,2,4,2,4,34,466,male
4,3,4,5,3,3,5,3,3,3,4,5,5,4,4,4,3,2,5,6,4,3,4,4,5,5,2,4,2,4,6,5,3,2,4,2,2,5,3,3,6,5,3,4,6,3,5,3,4,6,5,6,44,467,female
2,5,1,5,5,2,5,2,1,4,5,5,3,4,4,3,2,2,2,4,2,1,2,3,4,2,4,2,2,3,6,5,2,2,5,3,4,6,2,5,6,3,4,2,3,2,4,2,2,5,4,6,57,468,female
4,2,4,3,4,5,4,3,4,4,6,4,4,4,3,5,5,4,5,4,2,4,3,4,5,4,2,2,4,2,6,4,6,5,6,5,6,4,3,2,5,2,4,2,6,2,4,2,2,6,2,6,NA,469,NA
4,2,2,4,2,2,4,2,1,1,5,4,5,4,3,4,3,3,5,5,1,4,3,1,5,3,3,2,2,2,6,3,4,2,3,1,2,5,2,2,3,4,3,1,6,2,2,1,2,4,3,6,60,470,male
4,5,1,4,4,1,6,1,3,3,4,4,1,6,5,2,1,3,4,4,1,1,2,4,4,1,2,3,2,3,6,4,2,1,6,1,4,6,3,6,6,2,6,1,4,2,4,1,1,6,2,3,60,471,male
4,4,2,4,4,4,5,1,2,5,4,3,2,4,3,5,2,4,6,4,4,2,4,3,5,6,2,3,4,3,6,6,3,2,6,4,5,4,3,6,6,4,5,2,5,5,5,2,2,6,4,3,30,472,male
6,1,2,4,1,2,2,2,4,3,2,5,2,5,1,6,3,4,5,5,5,1,6,5,1,6,1,4,5,5,6,4,5,2,5,3,5,6,4,5,5,3,3,1,5,4,2,1,1,5,3,6,37,473,female
4,3,3,4,4,2,5,1,1,3,1,4,4,2,5,3,2,3,5,5,2,1,1,3,2,2,5,2,3,3,5,4,3,2,5,2,5,6,5,4,5,5,5,1,6,4,4,1,1,4,4,6,33,474,female
2,2,2,2,2,2,5,2,3,3,2,5,5,5,3,2,2,2,5,5,2,2,2,2,2,2,2,2,2,2,6,2,2,2,5,2,5,5,2,5,2,2,5,1,5,1,5,1,1,5,1,5,46,475,female
4,5,2,2,6,4,5,6,6,6,5,6,6,6,1,6,5,4,6,6,4,6,3,5,5,6,6,6,6,4,6,6,6,4,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,22,476,female
3,3,2,3,3,2,5,1,1,2,4,4,2,5,2,2,2,2,5,2,2,2,3,2,3,2,2,2,2,2,5,4,2,2,6,2,6,5,2,6,6,3,4,2,4,2,3,2,2,5,3,3,61,477,male
5,4,4,4,2,3,3,2,2,3,4,5,2,4,3,4,2,3,5,4,5,5,3,4,4,4,2,3,3,4,6,4,4,2,5,2,4,4,3,4,5,5,3,3,5,3,3,3,2,1,4,5,22,478,male
2,3,1,2,3,1,6,1,2,3,1,6,5,4,4,5,2,3,5,6,2,1,1,3,1,2,5,1,1,2,6,4,5,1,6,1,5,6,1,5,5,2,5,1,6,1,5,1,1,5,1,6,NA,479,NA
1,1,1,1,1,6,6,1,1,1,6,6,1,1,6,6,1,1,6,4,1,1,1,3,6,3,3,1,1,1,6,6,6,1,4,1,5,6,1,1,6,6,6,3,6,2,6,1,6,6,6,6,58,480,female
4,3,2,2,4,2,4,4,3,3,3,3,4,3,3,3,2,3,4,4,3,4,5,4,4,4,2,3,4,3,6,4,3,2,5,4,4,5,4,5,5,3,4,2,5,3,3,2,3,4,3,6,62,481,female
4,4,4,4,4,3,4,3,4,4,4,4,3,4,3,5,3,4,4,4,3,4,3,4,4,4,3,4,4,4,6,4,4,4,4,4,3,4,3,4,4,3,4,3,3,4,4,4,4,5,4,4,33,482,male
3,2,3,2,3,3,4,3,1,1,4,5,2,1,1,2,3,2,5,3,2,1,3,1,5,4,1,1,4,2,6,3,4,1,4,2,3,4,2,3,4,3,4,1,3,2,3,2,1,4,5,6,20,483,male
4,4,5,4,3,5,4,3,4,4,5,4,3,4,4,3,2,4,5,4,3,3,3,4,3,2,3,4,3,4,6,5,2,3,4,3,4,2,2,3,2,3,3,3,4,3,3,3,4,5,4,3,32,484,male
2,4,1,5,5,3,5,1,2,2,6,5,6,5,5,5,2,4,5,5,2,2,2,3,5,3,5,2,2,2,6,5,2,2,6,2,6,6,2,6,6,2,6,1,6,2,6,2,1,6,5,6,49,485,male
4,4,3,4,4,4,5,1,1,2,5,6,4,3,4,4,2,3,5,4,1,1,1,1,5,3,4,1,1,1,6,4,2,1,4,1,4,6,2,3,6,4,3,1,6,2,3,2,2,5,4,6,54,486,female
5,6,4,5,6,4,6,3,2,5,4,6,4,2,6,1,5,3,6,4,4,2,2,2,5,4,5,2,3,3,5,3,2,1,6,2,5,5,1,3,6,2,3,2,6,3,5,3,3,5,4,6,21,487,male
4,1,3,5,2,5,3,1,1,5,4,5,3,3,3,4,5,4,6,5,2,2,2,2,4,4,2,1,2,3,6,4,5,1,6,2,5,5,2,6,5,5,5,1,6,2,2,2,2,5,4,5,31,488,female
4,3,3,4,3,2,4,1,2,2,4,4,3,4,2,4,3,3,5,3,2,2,2,2,4,2,3,2,2,2,5,3,4,2,4,2,2,4,2,2,3,3,2,1,3,2,3,2,1,4,3,4,37,489,male
4,5,4,5,4,4,5,2,2,1,4,4,3,3,5,5,3,2,5,4,2,3,3,2,4,2,3,2,3,3,6,3,3,2,4,1,4,6,3,4,5,4,4,3,6,2,4,5,3,4,4,6,47,490,male
4,4,2,5,6,4,5,2,1,2,2,6,6,4,5,5,3,3,5,6,2,1,1,4,2,1,1,2,2,3,6,4,4,2,5,4,4,6,2,3,5,4,4,1,6,4,6,1,1,5,3,6,42,491,female
6,4,5,4,4,3,4,4,3,2,2,6,6,3,4,4,4,6,6,6,3,6,6,1,1,1,1,1,6,4,6,4,4,1,4,1,2,6,3,3,4,2,3,1,6,1,3,1,1,4,4,6,54,492,female
4,2,4,5,3,4,4,5,1,2,4,3,2,4,2,5,2,2,3,2,1,1,2,2,4,3,1,2,2,2,6,5,3,2,6,2,4,5,3,4,6,5,4,1,2,4,2,1,2,5,3,3,52,493,male
5,4,4,4,3,3,4,2,3,5,3,6,3,4,3,2,2,4,4,5,4,2,3,4,3,2,3,4,4,5,6,4,3,3,6,3,6,5,4,6,6,4,6,1,4,3,4,2,1,6,5,5,33,494,female
2,4,1,2,3,1,4,1,2,2,2,5,2,4,4,2,1,1,5,4,1,1,1,3,3,2,4,2,1,2,6,4,2,1,4,1,3,5,1,3,5,2,3,1,3,1,4,1,1,6,2,6,53,495,female
4,3,4,3,3,3,4,1,1,2,4,4,2,2,2,5,2,3,5,5,1,3,2,2,4,4,2,2,2,2,6,4,5,2,4,2,2,4,2,3,4,4,2,2,5,2,3,2,2,4,4,5,29,496,female
5,4,5,4,5,4,4,3,3,3,5,5,3,4,3,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,3,4,3,3,4,4,5,5,3,37,497,male
3,3,4,3,3,2,3,4,1,5,4,6,3,4,3,2,2,2,5,5,2,2,2,3,4,3,5,2,2,3,5,4,2,1,5,1,5,5,1,4,4,3,4,1,4,1,3,1,1,5,4,3,51,498,female
