26-Sep-12,09:48,10:21,33,Pod 3,Jon,FO+SCAN+GROOM+AGG,20min,OOS,RE,OOS,OOS,RE,OOS,OOS,OOS,RE,RE,TR,SG,RE,OOS,RE,RE,OOS,OOS,RE,KD LO LY KL RE PA FK HL PE SO,KL,LY,3m,,N,,N,,,,,,,KL,N,,,,N,,N,,,N,,Observation cut short by keepers to do recording,,
26-Sep-12,09:48,10:21,33,Pod 3,Jon,FO+SCAN+GROOM+AGG,30min,OOS,RE,RE,OOS,OOS,RE,OOS,OOS,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,KD LB CI LY KL RE PA FK LI HL PE EV ED SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Sep-12,10:27,11:00,33,Pod 3,Rachel,FO+SCAN+GROOM+AGG,0min,OOS,OOS,RE,OOS,OOS,TR,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,TR,LB CI LI SO,LB,LI,4m,,N,,N,,,,,,,LB,N,,,,N,,N,,,Y,02:57,,,
26-Sep-12,10:27,11:00,33,Pod 3,Rachel,FO+SCAN+GROOM+AGG,10min,OOS,OOS,OOS,RE,OOS,RE,OOS,RE,RE,RE,OOS,RE,OOS,RE,OOS,OOS,OOS,OOS,OOS,DA CI EM LY KL PA LI ,EM,DA,4m,,N,,N,,,,,,,EM,N,,,,N,,N,,,Y,09:45,,,
26-Sep-12,10:27,11:00,33,Pod 3,Rachel,FO+SCAN+GROOM+AGG,20min,OOS,OOS,RE,OOS,OOS,EA,OOS,OOS,RE,RE,EA,OOS,TR,RE,OOS,OOS,OOS,OOS,OOS,LB CI LY KL RE FK LI,KD,FK,2m,,N,,N,,,,,,,KD,N,,,,N,,N,,,N,,,,
26-Sep-12,10:27,11:00,33,Pod 3,Rachel,FO+SCAN+GROOM+AGG,30min,OOS,RE,OOS,OOS,OOS,RE,OOS,OOS,RE,RE,RE,RE,OOS,RE,OOS,OOS,OOS,RE,OOS,KD CI LY KL RE PA LI ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Sep-12,11:07,11:38,31,Pod 2,Jon,FO+SCAN+GROOM+AGG,0min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,EA,OOS,OOS,EA,TR,OOS,PL,FK PE EV SO,EV,PE,2m,,N,,N,,,,,,,EV,N,,,,N,,N,,,N,,,,
26-Sep-12,11:07,11:38,31,Pod 2,Jon,FO+SCAN+GROOM+AGG,10min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,RE,OOS,OOS,OOS,RE,OOS,RE,RE FK EV SO,SO,FK,1m,,N,,N,,,,,,,SO,N,,,,N,,N,,,Y,08:51,In the final scan all are RE but tense as large bout of agg has just ended.,,
26-Sep-12,11:07,11:38,31,Pod 2,Jon,FO+SCAN+GROOM+AGG,20min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,EV,EV,,,,N,,N,,,,,,,EV,N,,,,N,,N,,,Y,08:51,,,
26-Sep-12,11:07,11:38,31,Pod 2,Jon,FO+SCAN+GROOM+AGG,30min,TR,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,Q PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Sep-12,11:41,12:01,20,Outside,Rachel,FO+SCAN+GROOM+AGG,0min,TR,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,TR,TR,TR,TR,OOS,OOS,CL,OOS,OOS,Q RE PA FK LI EV,RE,PA,4m,,N,,N,,,,,,,RE,N,,,,N,,N,,,Y,,,,
26-Sep-12,11:41,12:01,20,Outside,Rachel,FO+SCAN+GROOM+AGG,10min,OOS,OOS,OOS,EA,OOS,OOS,OOS,OOS,OOS,OOS,OOS,TR,RE,RE,OOS,OOS,OOS,OOS,OOS,DA PA FK LI,DA,FK,0m,,Y,Melon,N,,,,,,,DA,N,,,,N,,N,,,Y,09:25,,,
26-Sep-12,11:41,12:01,20,Outside,Rachel,FO+SCAN+GROOM+AGG,20min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,,,,,,,,,,,,,,,,,,,,,,,,,,02:18,,,
26-Sep-12,11:41,12:01,20,Outside,Rachel,FO+SCAN+GROOM+AGG,30min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Sep-12,12:04,12:36,32,Pod 3,Jon,FO+SCAN+GROOM+AGG,0min,OOS,RE,RE,OOS,OOS,RE,OOS,OOS,RE,OOS,OOS,RE,OOS,EA,RE,EA,OOS,EA,OOS,KD LB CI LY PA LI HL PE ED,PE,LI,<1m,,Y,Carrot,N,,,,,,,PE,N,,,,N,,N,,,Y,07:58,,,
26-Sep-12,12:04,12:36,32,Pod 3,Jon,FO+SCAN+GROOM+AGG,10min,RE,RE,RE,RE,OOS,RE,OOS,RE,OOS,RE,OOS,OOS,OOS,RE,RE,OOS,OOS,RE,OOS,Q KD LB DA CI EM KL LI HL ED,EM,KL,<1m,,N,,N,,,,,,,EM,N,,,,N,,N,,,Y,07:49,,,
26-Sep-12,12:04,12:36,32,Pod 3,Jon,FO+SCAN+GROOM+AGG,20min,OOS,RE,RE,OOS,OOS,OOS,TR,OOS,TR,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,O,OOS,KD LB CI LU LY KL RE PA HL ED,LU,EM,1m,,N,,N,,,,,,,LU,N,,,,N,,N,,,Y,00:50,,,
26-Sep-12,12:04,12:36,32,Pod 3,Jon,FO+SCAN+GROOM+AGG,30min,OOS,RE,RE,OOS,OOS,RE,TR,OOS,RE,RE,EA,RE,OOS,OOS,RE,OOS,OOS,RE,OOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Sep-12,13:47,14:15,28,Pod 2,Rachel,FO+SCAN+GROOM+AGG,0min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,RE,R,RE,G,RE,RE,RE,RE FK LI HL PE EV ED SO,FK,RE,<1m,,N,,N,,,,,,,FK,N,,,,N,,N,,,N,,,,
26-Sep-12,13:47,14:15,28,Pod 2,Rachel,FO+SCAN+GROOM+AGG,10min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,EA,OOS,RE,RE,RE,OOS,RE,RE,RE,RE FK LI HL EV ED SO,LI ,HL,2m,,N,,Y,14:06,Hand,FK,7m,N,,LI,N,,,,N,,N,,,N,,Observation ended at 12:01 as all chimps went OOS,,
26-Sep-12,13:47,14:15,28,Pod 2,Rachel,FO+SCAN+GROOM+AGG,20min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,EA,OOS,RE,RE,OOS,OOS,CL,FO,FO,RE FK LI ED EV SO,RE,FK,5m,,Y,Carrot,N,,,,,,,RE,N,,,,N,,N,,,Y,01:09,,,
26-Sep-12,13:47,14:15,28,Pod 2,Rachel,FO+SCAN+GROOM+AGG,30min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Sep-12,14:18,14:48,30,Outside,Jon,FO+SCAN+GROOM+AGG,0min,TR,EA,EA,EA,OOS,EA,EA,EA,EA,OOS,FO,EA,EA,EA,OOS,EA,EA,TR,OOS,Q KD LB DA CI LU EM LY RE PA FK LI PE EV ED ,LU,PA,1m,,Y,Melon,N,,,,,,,LU,N,,,,N,,N,,,Y,05:44,,,
26-Sep-12,14:18,14:48,30,Outside,Jon,FO+SCAN+GROOM+AGG,10min,TR,OOS,TR,OOS,OOS,OOS,OOS,EA,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,Q LB EM ,LB,Q,2m,,Y,Carrot,N,,,,,,,LB,N,,,,N,,N,,,N,,,,
26-Sep-12,14:18,14:48,30,Outside,Jon,FO+SCAN+GROOM+AGG,20min,EA,OOS,EA,OOS,RE,OOS,RE,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,Q LB LO LU EM,LO,Q,3m,,N,,N,,,,,,,LO,N,,,,N,,N,,,Y,07:40,,,
26-Sep-12,14:18,14:48,30,Outside,Jon,FO+SCAN+GROOM+AGG,30min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Sep-12,14:52,15:23,31,Pod 3,Rachel,FO+SCAN+GROOM+AGG,0min,OOS,OOS,OOS,OOS,G,RE,OOS,OOS,RE,RE,OOS,OOS,OOS,OOS,R,OOS,OOS,G,OOS,LO CI LY KL HL ED,LY,KL,3m,,N,,N,,,,,,,LY,N,,,,N,,N,,,N,,,,
26-Sep-12,14:52,15:23,31,Pod 3,Rachel,FO+SCAN+GROOM+AGG,10min,OOS,OOS,RE,EA,G,RE,OOS,OOS,RE,SG,OOS,OOS,OOS,OOS,R,OOS,OOS,RE,OOS,LB DA LO CI LY KL HL ED,CI,LB,0m,,N,,N,,,,,,,CI,N,,,,N,,N,,,Y,09:54,Observation ended at 14:48 as all chimps went OOS,,
26-Sep-12,14:52,15:23,31,Pod 3,Rachel,FO+SCAN+GROOM+AGG,20min,RE,OOS,RE,RE,G,OOS,OOS,OOS,RE,RE,OOS,OOS,OOS,OOS,R,OOS,OOS,RE,OOS,Q LB DA LO LY KL HL ED,LO,HL,0m,,N,,N,,,,,,,LO,N,,,,N,,N,,,N,,,,
26-Sep-12,14:52,15:23,31,Pod 3,Rachel,FO+SCAN+GROOM+AGG,30min,OOS,OOS,RE,OOS,G,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,R,OOS,OOS,RE,OOS,LB LO HL ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Sep-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date (should appear 13-Mar-12),Time start (should be 24hr e.g. 14:34),Time end (should be 24hr e.g. 15:34),Duration of obs period (min),location,your name,Data collected  - enter one of these 4 options (FO; FO+SCAN; FO+SCAN+GROOM; FO+SCAN+GROOM+AGG),Scan time,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Sep-12,10:02,10:34,32,Outside,Rachel,FO+SCAN+GROOM+AGG,0min,OOS,RE,OOS,RE,RE,OOS,OOS,EA,OOS,EA,EA,EA,OOS,RE,OOS,EA,OOS,RE,EA,KD DA LO EM KL RE PA LI PE ED SO,PE,SO,<1m,,N,,N,,,,,,,PE,N,,,,N,,N,,,Y,01:36,,,
27-Sep-12,10:02,10:34,32,Outside,Rachel,FO+SCAN+GROOM+AGG,10min,OOS,RE,OOS,RE,RE,OOS,OOS,RE,OOS,RE,RE,OOS,RE,RE,OOS,OOS,OOS,TR,EA,KD DA LO EM KL RE FK LI ED SO,KL,LO,1m,,N,,N,,,,,,,KL,N,,,,N,,N,,,N,,,,
27-Sep-12,10:02,10:34,32,Outside,Rachel,FO+SCAN+GROOM+AGG,20min,OOS,RE,OOS,RE,RE,OOS,OOS,RE,OOS,RE,RE,RE,RE,RE,OOS,RE,OOS,RE,RE,KD DA LO EM KL RE PA FK LI PE ED SO,KD,EM,3m,,N,,N,,,,,,,KD,N,,,,N,,N,,,N,,,,
27-Sep-12,10:02,10:34,32,Outside,Rachel,FO+SCAN+GROOM+AGG,30min,OOS,TR,OOS,TR,OOS,OOS,OOS,OOS,OOS,RE,TR,TR,TR,RE,OOS,OOS,OOS,TR,OOS,KD DA KL RE PA FK LI ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Sep-12,10:46,11:18,32,Pod 3,Jon,FO+SCAN+GROOM+AGG,0min,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,CL,RE,RE,RE,OOS,RE,EA,RE,RE,RE,KD KL RE PA FK HL PE EV ED SO,PA,KD,2m,,N,,N,,,,,,,PA,N,,,,N,,N,,,N,,,,
27-Sep-12,10:46,11:18,32,Pod 3,Jon,FO+SCAN+GROOM+AGG,10min,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,G,RE,RE,RE,R,RE,RE,RE,RE,KD RE PA FK LI HL PE EV ED SO,ED ,PE,1m,,N,,N,,,,,,,ED ,Y,D,N,,N,,N,,,Y,02:11,,,
27-Sep-12,10:46,11:18,32,Pod 3,Jon,FO+SCAN+GROOM+AGG,20min,OOS,OOS,RE,OOS,G,OOS,OOS,OOS,OOS,OOS,RE,OOS,RE,RE,R,RE,OOS,RE,G,LB LO RE FK LI HL PE ED SO,SO,HL,<1m,,N,,N,,,,,,,SO,N,,,,N,,N,,,N,,,,
27-Sep-12,10:46,11:18,32,Pod 3,Jon,FO+SCAN+GROOM+AGG,30min,OOS,RE,RE,OOS,OOS,RE,OOS,OOS,RE,RE,RE,O,RE,RE,RE,RE,OOS,RE,SG,KD LB CI LY KL RE PA FK LI HL PE ED SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Sep-12,11:22,11:53,31,Outside,Rachel,FO+SCAN+GROOM+AGG,0min,OOS,OOS,RE,OOS,RE,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,LB LO CI,LO,CI,>10m,,Y,Pepper,N,,,,,,,LO,N,,,,N,,N,,,Y,01:25,,,
27-Sep-12,11:22,11:53,31,Outside,Rachel,FO+SCAN+GROOM+AGG,10min,OOS,OOS,RE,OOS,OOS,RE,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,LB CI,LB,CI,1m,,N,,N,,,,,,,LB,N,,,,N,,N,,,N,,,,
27-Sep-12,11:22,11:53,31,Outside,Rachel,FO+SCAN+GROOM+AGG,20min,OOS,OOS,TR,EA,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,LB DA,DA,LB,2m,,N,,N,,,,,,,DA,N,,,,N,,N,,,Y,06:50,,,
27-Sep-12,11:22,11:53,31,Outside,Rachel,FO+SCAN+GROOM+AGG,30min,OOS,OOS,OOS,EA,OOS,EA,OOS,OOS,OOS,EA,TR,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,DA CI KL RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Sep-12,11:59,12:31,32,Pod 3,Jon,FO+SCAN+GROOM+AGG,0min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,RE,RE,OOS,OOS,OOS,PA HL PE,PE,HL,1m,,N,,N,,,,,,,PE,N,,,,N,,N,,,N,,,,
27-Sep-12,11:59,12:31,32,Pod 3,Jon,FO+SCAN+GROOM+AGG,10min,OOS,RE,RE,OOS,SG,RE,OOS,OOS,OOS,OOS,RE,RE,RE,RE,RE,RE,RE,RE,RE,KD LB LO CI RE PA FK LI HL PE EV ED SO,RE,FK,5m,,N,,N,,,,,,,RE,N,,,,N,,N,,,N,,,,
27-Sep-12,11:59,12:31,32,Pod 3,Jon,FO+SCAN+GROOM+AGG,20min,OOS,RE,RE,OOS,RE,CL,OOS,TR,RE,OOS,RE,RE,RE,RE,RE,RE,RE,RE,RE,KD LB LO CI EM LY RE PA FK LI HL PE EV ED SO,ED,LY,4m,,N,,N,,,,,,,ED,N,,,,N,,N,,,N,,,,
27-Sep-12,11:59,12:31,32,Pod 3,Jon,FO+SCAN+GROOM+AGG,30min,OOS,RE,RE,OOS,G,RE,OOS,OOS,RE,OOS,G,RE,RE,RE,R,RE,R,RE,RE,KD LB LO CI LY RE PA FK LI HL PE EV ED SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date (should appear 13-Mar-12),Time start (should be 24hr e.g. 14:34),Time end (should be 24hr e.g. 15:34),Duration of obs period (min),location,your name,Data collected  - enter one of these 4 options (FO; FO+SCAN; FO+SCAN+GROOM; FO+SCAN+GROOM+AGG),Scan time,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Nov-12,11:15,11:50,40,POD3,Ruth,FO+SCAN,0min,RE,OOS,OOS,RE,RE,OOS,RE,OOS,RE,RE,OOS,OOS,RE,RE,OOS,OOS,OOS,EA,OOS,Q DA LO LU LY FK LI ED,KL,LO,<1m,,N,,N,,,,,,,KL,N,,,,N,,N,,,N,,,,
26-Nov-12,11:15,11:50,40,POD3,Ruth,FO+SCAN,10min,RE,OOS,OOS,RE,RE,TR,RE,OOS,RE,RE,OOS,OOS,OOS,RE,OOS,OOS,OOS,RE,OOS,Q LO CI LU LY KL LI ED,DA,ED ,2m,,N,,N,,,,,,,DA,N,,,,N,,N,,,N,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LU,2m,,,,,,,,,,,,,,,,,,,,,,,,,
26-Nov-12,11:15,11:50,40,POD3,Ruth,FO+SCAN,20min,EA,EA,EA,RE,EA,OOS,OOS,OOS,RE,EA,EA,OOS,EA,OOS,OOS,OOS,EA,OOS,OOS,Q KN LB DA LO LY KL FK EV,RE,KN,2.5m,,Y,carrot,Y,11:45,mouth,,2.5 - 10m,N,,RE,N,,,,N,,Y,LB,,N,,,,
26-Nov-12,11:15,11:50,40,POD3,Ruth,FO+SCAN,30min,RE,TR,SG,RE,RE,OOS,OOS,OOS,TR,TR,RE,OOS,EA,RE,OOS,OOS,EA,OOS,OOS,Q KN LB  DA LO LY KL RE FK LI EV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Nov-12,10:45,11:00,15,POD1,Ruth,FO+SCAN+GROOM+AGG,0min,RE,RE,RE,OOS,RE,OOS,OOS,RE,RE,OOS,RE,RE,OOS,RE,OOS,RE,RE,RE,RE,KN LB LO EM LY RE PA LI PE EV ED SO,Q,EV,<1m,,N,,N,,,,,,,Q,N,,,,N,,N,,,N,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LB,<1m,,,,,,,,,,,,,,,,,,,,,,,,,
30-Nov-12,10:45,11:00,15,POD1,Ruth,FO+SCAN+GROOM+AGG,10min,RE,RE,SG,TR,TR,OOS,RE,OOS,OOS,OOS,RE,OOS,RE,RE,OOS,RE,RE,RE,OOS,Q KN DA LO LU RE FK LI PE EV ED ,LB,EV,<1m,,N,,N,,,,,,,LB,N,,,,N,,N,,,Y,5min,,,
,,,,,,,20min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,30min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Nov-12,11:10,11:45,35,POD3,Ruth,FO+SCAN+GROOM+AGG,0min,OOS,EA,OOS,EA,OOS,OOS,OOS,OOS,EA,OOS,EA,OOS,EA,EA,OOS,EA,OOS,OOS,EA,KN DA LY RE FK LI PE SO,ED,FK,2m,,Y,leek,N,,,,,,,ED,N,,,,N,,N,,,N,,,,
30-Nov-12,11:10,11:45,35,POD3,Ruth,FO+SCAN+GROOM+AGG,10min,OOS,OOS,OOS,EA,OOS,OOS,OOS,OOS,OOS,EA,RE,OOS,EA,RE,TR,RE,OOS,EA,OOS,KL RE FK LI HE PE ED,DA,RE,<1m,,N,,N,,,,,,,DA,Y,D,N,,N,,N,,,Y,9min,,,
30-Nov-12,11:10,11:45,35,POD3,Ruth,FO+SCAN+GROOM+AGG,20min,OOS,OOS,OOS,RE,OOS,OOS,OOS,OOS,RE,OOS,RE,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,DA LY RE PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,30min,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,OOS,RE,OOS,OOS,OOS,PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Dec-12,10:40,11:16,36,POD3,Ruth,FO+SCAN+GROOM+AGG,0min,RE,OOS,OOS,OOS,OOS,R,RE,G,RE,RE,RE,OOS,OOS,OOS,RE,TR,OOS,OOS,OOS,Q CI LU LY KL RE HE PE,EM,CI,<1m,,N,,N,,,,,,,EM,N,,,,N,,N,,,N,,,,
04-Dec-12,10:40,11:16,36,POD3,Ruth,FO+SCAN+GROOM+AGG,10min,G,RE,OOS,OOS,OOS,OOS,TR,G,RE,RE,OOS,OOS,OOS,OOS,RE,RE,OOS,OOS,OOS,Q KN LU EM KL HE PE,LY,LU,1.5m,,N,,N,,,,,,,LY,N,,,,N,,N,,,N,,,,
04-Dec-12,10:40,11:16,36,POD3,Ruth,FO+SCAN+GROOM+AGG,20min,G,OOS,OOS,OOS,OOS,OOS,RE,R,RE,RE,OOS,OOS,OOS,RE,RE,RE,OOS,OOS,OOS,Q EM LY KL LI HE PE,LU,EM,<1m,,N,,N,,,,,,,LU,N,,,,N,,N,,,N,,,,
04-Dec-12,10:40,11:16,36,POD3,Ruth,FO+SCAN+GROOM+AGG,30min,G,OOS,OOS,OOS,RE,RE,R,G,RE,RE,OOS,OOS,OOS,RE,RE,RE,OOS,OOS,OOS,Q LO CI LU EM LY KL LI HE PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qafzeh,Kindia,Liberius,David,Louis,Cindy,Lucy,Emma,Lyndsey,Kilimi,Rene,Paul,Frek,Lianne,Heleen,Pearl,Eva,Edith,Sofie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
