"","chimp","Sub..","Year4","Glucose","BUN","Creatine","Protein","Albumn","Bilirubn","alkphos","sgpt","sgot","cholesterol","calcium","phosphate","sodium","potassium","chloride","ag_ratio","bc_ratio","globulin","lipase","amylase","triglicerides","cpk","ggtp","magnesium","osmolal","Year3","Glucose.1","BUN.1","Creatin","Protein.1","Albumn.1","Bilirubn.1","alkphos.1","sgpt.1","sgot.1","cholesterol.1","calcium.1","phosphate.1","sodium.1","potassium.1","chloride.1","ag_ratio.1","bc_ratio.1","globulin.1","lipase.1","amylase.1","triglicerides.1","cpk.1","ggtp.1","magnesium.1","osmolal.1","Year2","Glucose.2","BUN.2","Creatin.1","Protein.2","Albumn.2","Bilirubn.2","alkphos.2","sgpt.2","sgot.2","cholesterol.2","calcium.2","phosphate.2","sodium.2","potassium.2","chloride.2","ag_ratio.2","bc_ratio.2","globulin.2","lipase.2","amylase.2","triglicerides.2","cpk.2","ggtp.2","magnesium.2","osmolal.2","Year1","Glucose.3","BUN.3","Creatin.2","Protein.3","Albumn.3","Bilirubn.3","alkphos.3","sgpt.3","sgot.3","cholesterol.3","calcium.3","phosphate.3","sodium.3","potassium.3","chloride.3","ag_ratio.3","bc_ratio.3","globulin.3","lipase.3","amylase.3","triglicerides.3","cpk.3","ggtp.3","magnesium.3","osmolal.3","DaysInterval1","DaysInterval2","DaysInterval3","AverageDaysInterval","Interval1Centered","Interval2Centered","Interval3Centered","X","DOB.x","Dam.x","Sire.x","Sex.x","Rater.x","DOPR.x","DaysAgeatTest","YearsAgeatTest","location.x","Version.x","Group.size.x","fear.x","dom.x","pers.x","caut.x","stbl.x","aut.x","stngy.x","jeals.x","reckl.x","soc.x","tim.x","symp.x","play.x","sol.x","actv.x","help.x","buly.x","aggr.x","manp.x","gntl.x","affc.x","exct.x","impl.x","inqs.x","subm.x","depd.x","irri.x","pred.x","decs.x","depr.x","sens.x","defn.x","intll.x","prot.x","invt.x","clmy.x","errc.x","frdy.x","lazy.x","dsor.x","unem.x","imit.x","indp.x","DOB.y","Dam.y","Sire.y","location.y","Group.size.y","Sex.y","Rater.y","DOPR.y","Version.y","reckl.y","aut.y","symp.y","sol.y","buly.y","actv.y","fear.y","caut.y","imit.y","unem.y","stngy.y","play.y","sens.y","exct.y","aggr.y","indp.y","intll.y","affc.y","stbl.y","help.y","tim.y","impl.y","depd.y","decs.y","defn.y","irri.y","lazy.y","invt.y","dom.y","pred.y","frdy.y","depr.y","clmy.y","prot.y","subm.y","gntl.y","manp.y","soc.y","inqs.y","jeals.y","pers.y","errc.y","dsor.y","fear.z","pers.z","caut.z","stbl.z","aut.z","stngy.z","jeals.z","reckl.z","soc.z","tim.z","symp.z","play.z","sol.z","actv.z","help.z","buly.z","aggr.z","manp.z","gntl.z","affc.z","exct.z","impl.z","inqs.z","subm.z","depd.z","irri.z","pred.z","decs.z","depr.z","sens.z","defn.z","intll.z","prot.z","invt.z","clmy.z","errc.z","frdy.z","lazy.z","dsor.z","unem.z","imit.z","indp.z"
"60","Edwina","682","01/07/2004",91,14,1,7,3.2,0.1,178,29,26,231,10.2,3.5,139,3.9,100,0.8,14,3.8,34,31,137,429,31,1.6,276,"01/09/2003",103,18,1.1,7.3,3.4,0.3,129,32,20,233,9.5,2.8,137,3.9,101,0.9,16,3.9,39,25,104,166,22,1.6,274,"10/22/01",88,10,1.1,7.2,3.4,0.3,182,26,16,221,9.8,3.1,137,3.8,99,0.9,9,3.8,16,21,183,165,17,1.5,270,"11/14/00",81,19,1.2,7.4,3.9,0.3,240,29,21,220,10.3,2.3,140,4.4,102,1.1,16,3.5,30,19,139,231,19,2.1,280,342,444,363,383,-41,61,-20,55,"5/28/1991","Lolita","Edward",0,"WH","11/02/1997",2350,6.6,"Yerkes","A",6,4,5,6,5,3,1,6,6,5,3,3,2,1,5,4,3,6,5,5,2,2,5,6,5,2,4,6,4,4,5,2,6,5,3,3,4,4,2,4,4,2,2,6,"5/28/1991","Lolita","Edward","Yerkes",6,0,"KB","10/04/1997","B",4,2,2,5,6,5,3,5,4,5,6,4,4,3,5,5,5,3,5,3,2,3,2,6,5,4,2,3,6,6,4,4,4,3,2,3,6,5,4,7,6,2,2,3.5,6,5,4,1.5,6,6.5,4.5,4,2.5,2,2.5,5,4.5,3,6,5,5.5,2.5,2.5,4,4.5,4.5,2,3,5,5,5,4.5,3,5.5,5,3,3,4,3,3,3,3,3.5,3,5.5
"61","Ellie","452","11/03/2004",110,8,1,7.1,3.4,0.2,71,28,16,162,19.2,1.9,142,3.5,104,0.9,8,3.7,33,24,197,358,37,1.6,280,"06/09/2003",90,8,1,7.4,3.6,0.2,84,26,24,170,8.5,3.4,141,3,102,0.9,8,3.8,24,20,218,519,29,1.6,276,"6/20/02",98,7,1.1,7.4,3.6,0.1,61,26,20,174,9.3,1.1,139,2.8,106,0.9,6,3.8,54,24,170,500,38,1.7,272,"5/30/01",99,11,1.1,7.5,3.6,0.2,64,24,17,202,9.4,2.9,139,3.6,96,0.9,10,3.9,26,18,105,255,29,1.9,275,386,354,513,417.67,-32,-64,95,56,"8/14/1972","Cookie","Homer",0,"AH","7/15/01",10562,29.7,"Yerkes","B",NA,2,2,2,5,5,1,4,2,2,3,5,2,1,6,1,3,2,1,4,5,2,1,1,1,6,4,1,6,3,5,4,1,4,2,3,2,2,2,7,2,7,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Elvira","632","06/10/2003",101,6,1,7.3,3.9,0.2,81,19,9,153,9.1,2.7,139,3.2,103,1.1,6,3.4,23,16,71,113,19,1.8,272,"06/11/2002",87,8,0.8,7.1,3.6,0.2,68,17,12,186,9.6,3.4,140,4,104,1,10,3.5,34,19,111,410,21,1.8,276,"5/30/01",95,10,1,7.3,3.9,0.1,82,20,14,185,9.9,2.7,137,4.1,98,1.1,10,3.4,34,16,70,99,16,3.4,271,"05/11/2000",94,8,1.1,7,3.9,0.1,124,21,12,131,18.6,2.4,135,3.8,102,1.3,7,3.1,26,16,78,162,20,1.7,266,384,377,364,375,9,2,-11,57,"10/31/1988","Barbi","Jimoh",0,"WH","11/05/1997",3292,9.2,"Yerkes","A",7,2,5,6,4,6,1,5,6,3,6,2,5,6,1,6,5,5,3,7,4,5,3,3,6,3,3,2,6,6,1,5,5,7,5,5,2,2,5,1,1,4,4,6,"10/31/1988","Barbi","Jimoh","Yerkes",7,0,"MW","7/26/01","B",5,2,3,3,4,5,6,2,4,3,4,4,5,6,2,3,6,5,3,5,2,6,5,3,3,5,2,5,3,5,3,2,4,4,6,3,4,4,5,6,6,4,4,4,6,3,4.5,1.5,4.5,6,4,5,2,4,5,2,5.5,5,4.5,2.5,5.5,3.5,5,4.5,4.5,5.5,4.5,4,3.5,5.5,4.5,1.5,5,4,6.5,4.5,5,3,3,4,1.5,2.5,3.5,4,4.5
"63","Elwood","593","09/07/2004",119,8,1.1,6.7,4.1,0.3,49,40,19,110,19.5,2.4,143,3,103,1.6,7,2.6,45,18,71,149,14,2.5,281,"9/15/03",119,7,1,7.3,4.5,0.4,56,37,30,105,9.3,1.7,149,2.7,104,1.6,7,2.8,30,20,69,276,14,1.9,291,"9/25/02",136,6,0.9,6.7,4.1,0.6,47,33,23,105,9.1,1.7,144,2.8,105,1.6,7,2.6,48,31,62,255,14,1.9,283,"9/17/01",127,7,0.9,7.3,4.6,0.3,57,37,29,117,9.8,1.1,147,2.8,99,1.7,8,2.7,50,13,103,238,24,1.7,288,373,355,358,362,11,-7,-4,58,"2/19/1990","Jaq","Harv",1,"AH","7/26/01",4175,11.7,"Yerkes","A",9,1,6,2,2,5,1,3,2,2,2,2,2,2,5,3,3,5,4,4,4,3,2,3,2,4,2,2,4,4,5,3,5,3,3,3,3,3,3,6,3,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Ericka","500","1/20/04",100,17,1.1,7.8,3.1,0.1,93,32,18,169,10.2,2.7,141,4.1,103,0.7,15,4.7,42,38,90,402,35,1.8,282,"2/14/03",82,12,1,8.4,3.3,0.1,82,33,34,239,9.3,2.3,142,4.2,103,0.6,12,5.1,46,43,144,1087,27,1.8,281,"04/04/2002",76,14,1.1,8,3,0.1,75,25,22,192,9.6,2.4,143,3.5,105,0.6,13,5,33,38,108,395,16,1.6,282,"03/09/2001",89,11,1.1,8.4,3.1,0.1,68,36,40,245,9.7,1.5,141,3.8,102,0.6,10,5.3,28,26,134,899,18,1.9,278,391,316,340,349,42,-33,-9,59,"10/20/1973","","",0,"SS","1/16/99",9219,25.9,"Yerkes","B",NA,1,7,7,1,2,1,7,7,7,2,1,2,4,1,4,3,7,6,7,1,4,5,6,5,1,1,7,7,7,1,4,6,2,2,4,1,2,1,4,2,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Evelyne","686","3/15/04",95,10,1,6.5,3.9,0.3,286,24,15,182,10.5,2.4,142,4,102,1.5,10,2.6,58,25,52,235,20,1.7,280,"3/20/03",134,9,0.7,7.6,3.9,0.2,242,23,18,204,10.1,3.1,139,3.4,102,1.1,13,3.7,48,26,89,153,21,1.7,276,"5/23/02",100,7,0.6,6.9,3.8,0.2,282,21,13,198,10.1,3.6,138,3.8,100,1.2,12,3.1,41,26,68,70,24,1.5,272,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,361,331,NA,-30,30,60,"09/04/1991","Sabrina","Puddin",0,"MW","7/15/01",3602,10.1,"Yerkes","A",5,6,2,3,6,4,1,1,2,2,2,6,2,2,5,3,2,1,1,1,4,2,5,2,2,7,6,2,6,2,5,6,1,4,2,2,2,1,4,2,2,5,2,1,"09/04/1991","Sabrina","Puddin","Yerkes",5,0,"MW","7/29/01","B",2,1,3,2,6,6,4,5,5,6,7,2,2,4,5,5,6,3,6,3,2,2,4,6,3,2,1,4,6,6,3,2,1,6,3,4,6,6,6,6,4,1,1,5,3.5,5.5,5,1,4,4,2,4,4,2.5,2,3.5,4.5,2.5,3.5,3,3.5,4,2.5,4.5,2,4,5,5,2,6,4,3.5,4,2,5,4,3,1.5,1,3.5,1.5,1.5,5.5,3.5,3
"66","Faye","694","01/06/2004",119,6,0.8,7.6,4,0.2,152,27,21,202,9.8,1.7,140,3.4,104,1.1,8,3.6,30,22,176,586,17,1.9,275,"12/17/02",95,12,1,7.9,4.1,0.2,190,24,39,214,10.5,3.9,135,3.2,103,1.1,12,3.8,23,22,63,2325,15,1.8,267,"2/19/02",155,9,0.8,6.6,3.5,0.1,198,22,17,171,9,2.4,140,3.5,105,1.1,11,3.1,25,17,65,103,12,1.6,279,"4/17/01",136,12,1,7.3,3.7,0.2,317,26,23,208,9.8,1.8,140,3.5,101,1,12,3.6,25,15,73,235,22,1.9,279,308,301,385,331.33,-23,-30,54,61,"6/22/1992","Sheila","",0,"AH","7/15/01",3310,9.3,"Yerkes","A",2,2,4,4,3,5,2,4,2,2,3,3,3,4,4,4,4,2,2,3,5,3,2,2,5,5,3,4,5,5,2,4,3,4,2,4,3,2,3,4,2,5,5,4,"6/22/1992","Sheila","","Yerkes",2,0,"WH","6/16/02","B",2,2,3,5,2,4,4,5,2,6,4,3,5,4,2,5,5,4,6,3,6,4,5,4,1,4,3,2,2,5,4,3,3,4,5,4,3,5,5,3,4,6,4,3,4,4,5.5,2,4,2.5,2,4,4.5,3,3.5,4.5,4,3.5,2,2,3,4.5,3.5,3,3,5,5,4,4,5,4.5,2.5,4.5,2,4.5,3,3,3,4,3.5,3.5,3,5.5,3.5,4.5
"67","Fiona","722","2/17/03",120,11,1.1,7.1,4,0.2,457,60,18,191,9.4,4.4,137,3.3,105,1.3,10,3.1,21,8,102,392,21,1.6,272,"3/28/02",110,10,0.9,7.1,3.6,0.1,459,45,22,181,9.3,4.4,141,3.6,102,1,11,3.5,21,7,95,143,8,1.7,279,"09/05/2001",116,10,1,6.9,3.8,0.1,539,50,17,193,9.1,4.1,148,4,105,1.2,10,3.1,15,6,70,142,27,1.8,293,"04/12/2000",130,11,1,7.1,3.7,0.1,624,50,22,216,19.4,4.9,134,3.6,97,1.1,11,3.4,20,18,79,161,30,1.8,267,511,204,326,347,164,-143,-21,62,"12/05/1994","Leslie","Lux",0,"AH","7/26/01",2425,6.8,"Yerkes","A",11,6,2,5,6,3,1,6,6,3,6,5,5,5,2,4,5,2,1,5,4,5,4,3,6,6,5,2,4,3,2,5,5,5,4,5,5,3,5,3,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Flora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,"01/01/1954","","",0,"LF","7/24/97",15910,44.7,"Yerkes","A",3,6,1,5,4,2,4,4,6,1,4,5,3,2,4,2,2,1,1,1,4,3,6,4,3,5,5,6,3,3,5,3,3,3,3,2,4,5,2,5,3,2,2,4,"01/01/1954","","","Yerkes",3,0,"DL","10/04/1997","B",6,3,2,6,5,3,2,2,4,2,5,1,4,6,3,5,5,3,2,2,2,6,5,3,6,6,5,3,2,2,2,6,5,3,5,3,2,2,4,6,2,5,5,4,3.5,3,2,3.5,4.5,6,3.5,3,3.5,2.5,1.5,5,2.5,2,3,2,1.5,3.5,3,6,5,3.5,5,5,6,2.5,3,5.5,3.5,4.5,4,3,2.5,4.5,5,2,5,4,2,3,4.5
"69","Foxy","382","12/07/2004",116,8,1,7.2,3.7,0.3,49,33,20,263,18.7,1.4,140,3.1,102,1.1,8,3.5,30,26,55,503,25,1.6,275,"12/30/03",99,5,0.9,7.4,3.7,0.3,56,20,16,256,9,2.4,141,3,103,1,6,3.7,34,22,61,277,18,1.6,275,"01/08/2003",120,11,1.1,7.1,3.5,0.1,60,27,27,229,8.1,2.7,137,2.9,99,1,10,3.6,38,22,71,504,19,1.5,271,"12/05/2000",105,9,1,7.4,3.7,0.1,57,56,32,254,9,2.6,144,4.1,105,1,9,3.7,26,16,71,202,24,1.6,285,764,356,343,487.67,276,-132,-145,64,"12/10/1967","Halpha","Jethrow",0,"AH","7/15/01",12271,34.5,"Yerkes","A",2,2,6,5,4,5,2,6,3,2,4,3,3,2,4,4,2,1,2,4,5,4,4,3,2,2,2,2,5,4,3,4,3,4,3,3,3,2,4,3,4,4,4,5,"10/12/1967","Halpha","Jethrow","Yerkes",2,0,"WH","9/17/97","B",2,6,2,6,4,1,3,5,2,6,5,2,2,2,4,5,1,2,3,3,6,4,4,5,3,5,7,2,3,4,2,5,6,3,5,3,2,2,2,5,6,5,6,2.5,5.5,4.5,4,4,5.5,4,2,3,4.5,2.5,2,5,2.5,2.5,2.5,3,3,4,3,3,3.5,2,3.5,3,3.5,4.5,4.5,4,3,3,2.5,3,2.5,4.5,3.5,3,5,5,5,3,5
"70","Francisca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,"01/01/1959","","",0,"WH","11/23/97",14206,39.9,"Yerkes","A",2,4,6,6,3,2,5,6,6,6,2,4,4,2,5,1,2,6,7,7,3,3,7,5,2,2,3,6,5,5,2,3,6,5,4,3,4,6,2,6,2,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Frannie","696","4/29/04",139,10,0.7,7.3,4,0.2,216,28,13,212,10.1,2.6,135,2.7,98,1.2,14,3.3,21,27,73,238,26,1.7,267,"06/03/2003",119,10,0.7,7.3,4.1,0.2,274,17,14,182,9.5,2.5,139,3.2,106,1.3,14,3.2,21,26,47,224,25,1.7,275,"6/25/02",144,10,0.7,7.2,4.1,0.2,305,19,13,200,10.3,2.7,141,3.2,101,1.3,14,3.1,18,25,76,239,26,1.8,280,"06/04/2001",91,9,0.8,7.6,4,0.2,333,21,8,201,10.5,3.1,140,3.9,97,1.1,11,3.6,18,16,46,78,24,1.8,276,386,343,331,353.33,33,-10,-22,66,"10/26/1992","Borie","Jimoh",0,"SS","01/03/1999",2260,6.3,"Yerkes","B",2,5,1,5,6,3,5,2,2,4,4,5,4,4,4,5,4,4,1,4,5,4,6,5,6,5,5,3,5,4,2,4,2,4,4,5,1,5,6,1,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Fritz","561","11/03/2004",105,12,1.2,7.3,3.5,0.3,65,39,28,175,19.2,1.6,142,3.8,102,0.9,10,3.8,39,48,73,503,21,1.8,281,"8/27/03",122,11,1.5,8,3.9,0.4,88,30,34,158,9.1,2.3,146,3.7,105,1,7,4.1,38,48,154,374,30,1.6,289,"7/22/02",103,10,1.4,7.6,3.8,0.4,91,34,24,177,9.9,2.4,140,3.5,99,1,7,3.8,43,45,118,481,32,1.7,276,"6/26/01",132,15,1.2,7.8,3.9,0.2,84,40,30,175,10,2.7,143,4.1,102,1,13,3.9,39,24,253,308,25,1.8,286,391,401,434,408.67,-18,-8,25,67,"7/14/1988","Bo","Ossabaw",1,"WH","11/21/97",3417,9.6,"Yerkes","A",8,3,5,5,2,2,5,4,5,6,3,4,2,4,4,4,3,5,6,3,2,2,5,5,4,2,2,6,2,3,4,2,5,3,6,3,5,6,2,4,5,3,2,6,"7/14/1988","Bo","Ossabaw","Yerkes",8,1,"AH","7/26/01","B",5,3,2,5,5,5,2,4,5,4,5,3,4,5,6,5,4,3,3,4,2,3,2,3,3,4,4,4,5,5,4,3,4,3,2,4,4,3,4,5,3,5,5,2.5,4,3,2.5,4,4.5,5,5.5,3,3,2,3.5,4.5,4.5,3.5,5,6,3.5,3,2.5,5,4,4,2,2,5,3.5,3,3.5,3,4,3.5,4.5,3.5,4.5,5.5,3,4,5,3.5,3.5,5.5
"73","Garbo","168","12/02/1999",105,12,1.1,8,3.5,0.1,129,54,35,183,19.3,2,144,2.9,100,0.8,11,4.5,27,27,49,449,34,2.3,283,"7/29/98",94,14,1,7.9,3.7,0.2,123,40,22,185,19,2.1,138,3.5,98,0.9,14,4.2,20,34,55,431,38,2.6,273,"7/21/97",95,13,1,7.8,3.1,0.4,109,17,17,217,19.6,2.5,141,3.6,103,0.7,13,4.7,NA,NA,47,247,NA,NA,NA,"7/16/96",77,14,1,7.2,3.4,0.7,75,28,17,179,19.1,4.1,141,3.6,95,0.9,14,3.8,NA,NA,71,108,NA,NA,NA,370,373,491,411.33,-41,-38,80,68,"12/10/1953","Gamma","Bokar",0,"WH","10/22/97",16022,45,"Yerkes","B",NA,1,1,5,6,5,3,3,2,1,5,5,5,4,6,1,4,1,1,5,6,4,4,3,5,6,5,2,5,3,4,4,1,5,4,3,5,3,6,5,4,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Gay","46A","12/07/1999",18,11,0.9,7.2,3.7,0.1,61,19,16,215,17.9,3.6,133,2.9,93,0.8,12,4.1,20,11,90,111,15,1.8,263,"3/30/98",95,8,0.6,7,2.9,0.3,60,25,13,208,18.5,3.8,138,3.6,96,0.7,13,4.1,NA,NA,46,87,NA,NA,NA,"3/31/97",111,12,0.9,7.9,3,0.3,47,20,13,256,19.7,4.5,143,3.3,100,0.6,13,4.9,NA,NA,60,126,NA,NA,NA,"1/16/96",132,39,0.9,7.1,3.3,0.4,62,20,11,226,19,3,141,3.1,98,0.9,43,3.8,NA,NA,72,71,NA,NA,NA,440,364,617,473.67,-34,-110,143,69,"01/01/1967","","",0,"WH","8/31/97",11200,31.5,"Yerkes","A",7,2,7,7,3,4,2,6,5,6,3,5,3,5,5,4,2,7,6,6,3,2,5,4,4,2,2,4,4,5,4,3,6,4,4,3,5,4,5,3,4,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Gelb","505","7/19/04",81,7,1.1,7.4,3.5,0.3,87,78,46,184,8.9,3.9,140,4,100,0.9,6,3.9,63,31,84,166,87,1.4,275,"1/13/03",100,13,1.1,7.8,4,0.5,69,96,54,255,9.4,3,137,3,95,1.1,12,3.8,31,25,164,601,78,2.4,271,"2/19/02",95,10,1,7.7,3.8,0.3,94,81,48,211,9,4.5,141,3.7,96,1,10,3.9,25,28,125,248,51,2,278,"1/31/01",104,10,1.2,7.8,3.8,0.4,104,82,53,209,9.7,2,139,3.4,98,1,8,4,36,23,87,405,50,1.6,274,384,328,553,421.67,-38,-94,131,70,"4/18/1983","Sheila","Walnut",1,"MW","7/15/01",6663,18.7,"Yerkes","A",2,1,6,6,2,2,3,6,6,5,5,2,1,2,4,2,5,5,6,4,2,3,7,7,3,2,1,6,5,5,2,6,3,4,4,2,2,4,4,2,5,5,4,5,"4/18/1983","Sheila","Walnut","Yerkes",2,1,"WH","09/02/1997","B",5,5,3,6,4,2,3,3,2,5,5,2,2,4,5,5,2,2,3,4,5,5,4,3,4,5,6,1,4,5,3,5,6,3,5,2,4,3,2,5,5,6,6,2,5.5,2.5,2.5,4,5.5,5.5,5,4,3.5,2,2,5,2,4.5,4.5,5.5,4,2,2.5,5.5,6,2.5,3.5,2.5,5.5,5,4,3.5,4,3.5,3,3.5,1.5,4,5,3.5,4,5.5,5,3,5
"76","Georgia","562","06/11/2004",97,8,1,7.6,4,0.1,99,40,20,187,9.9,2.6,146,3,108,1.1,8,3.6,46,18,251,126,31,1.9,285,"6/25/03",132,9,1,7.3,3.9,0.2,78,34,18,196,8.6,1.1,144,2.8,107,1.1,9,3.4,32,23,86,265,29,1.5,284,"06/06/2002",128,9,1,7.7,4,0.1,74,33,21,204,9.8,1.6,142,3.1,109,1.1,9,3.7,28,27,134,322,30,1.8,280,"9/19/01",112,9,1.2,7.5,3.9,0.2,72,37,26,208,9.2,1.8,140,2.7,101,1.1,8,3.6,32,15,165,529,29,1.7,275,260,384,352,332,-72,52,20,71,"8/27/1980","Borie","Jiggs",0,"JM","8/16/00",7294,20.5,"Yerkes","A",1,1,7,7,2,6,1,7,7,6,6,1,2,4,1,4,3,7,7,7,1,4,4,6,7,1,1,6,1,6,1,2,7,6,2,6,1,6,3,2,2,3,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
