"","chimp","Sub..","Year4","Glucose","BUN","Creatine","Protein","Albumn","Bilirubn","alkphos","sgpt","sgot","cholesterol","calcium","phosphate","sodium","potassium","chloride","ag_ratio","bc_ratio","globulin","lipase","amylase","triglicerides","cpk","ggtp","magnesium","osmolal","Year3","Glucose.1","BUN.1","Creatin","Protein.1","Albumn.1","Bilirubn.1","alkphos.1","sgpt.1","sgot.1","cholesterol.1","calcium.1","phosphate.1","sodium.1","potassium.1","chloride.1","ag_ratio.1","bc_ratio.1","globulin.1","lipase.1","amylase.1","triglicerides.1","cpk.1","ggtp.1","magnesium.1","osmolal.1","Year2","Glucose.2","BUN.2","Creatin.1","Protein.2","Albumn.2","Bilirubn.2","alkphos.2","sgpt.2","sgot.2","cholesterol.2","calcium.2","phosphate.2","sodium.2","potassium.2","chloride.2","ag_ratio.2","bc_ratio.2","globulin.2","lipase.2","amylase.2","triglicerides.2","cpk.2","ggtp.2","magnesium.2","osmolal.2","Year1","Glucose.3","BUN.3","Creatin.2","Protein.3","Albumn.3","Bilirubn.3","alkphos.3","sgpt.3","sgot.3","cholesterol.3","calcium.3","phosphate.3","sodium.3","potassium.3","chloride.3","ag_ratio.3","bc_ratio.3","globulin.3","lipase.3","amylase.3","triglicerides.3","cpk.3","ggtp.3","magnesium.3","osmolal.3","DaysInterval1","DaysInterval2","DaysInterval3","AverageDaysInterval","Interval1Centered","Interval2Centered","Interval3Centered","X","DOB.x","Dam.x","Sire.x","Sex.x","Rater.x","DOPR.x","DaysAgeatTest","YearsAgeatTest","location.x","Version.x","Group.size.x","fear.x","dom.x","pers.x","caut.x","stbl.x","aut.x","stngy.x","jeals.x","reckl.x","soc.x","tim.x","symp.x","play.x","sol.x","actv.x","help.x","buly.x","aggr.x","manp.x","gntl.x","affc.x","exct.x","impl.x","inqs.x","subm.x","depd.x","irri.x","pred.x","decs.x","depr.x","sens.x","defn.x","intll.x","prot.x","invt.x","clmy.x","errc.x","frdy.x","lazy.x","dsor.x","unem.x","imit.x","indp.x","DOB.y","Dam.y","Sire.y","location.y","Group.size.y","Sex.y","Rater.y","DOPR.y","Version.y","reckl.y","aut.y","symp.y","sol.y","buly.y","actv.y","fear.y","caut.y","imit.y","unem.y","stngy.y","play.y","sens.y","exct.y","aggr.y","indp.y","intll.y","affc.y","stbl.y","help.y","tim.y","impl.y","depd.y","decs.y","defn.y","irri.y","lazy.y","invt.y","dom.y","pred.y","frdy.y","depr.y","clmy.y","prot.y","subm.y","gntl.y","manp.y","soc.y","inqs.y","jeals.y","pers.y","errc.y","dsor.y","fear.z","pers.z","caut.z","stbl.z","aut.z","stngy.z","jeals.z","reckl.z","soc.z","tim.z","symp.z","play.z","sol.z","actv.z","help.z","buly.z","aggr.z","manp.z","gntl.z","affc.z","exct.z","impl.z","inqs.z","subm.z","depd.z","irri.z","pred.z","decs.z","depr.z","sens.z","defn.z","intll.z","prot.z","invt.z","clmy.z","errc.z","frdy.z","lazy.z","dsor.z","unem.z","imit.z","indp.z","Colony","Status","Survey.1","BP.1","Weight.1..kg.","Survey.2","BP.2","Weight.2..kg.","Survey.3","BP.3","Weight.3..kg.","sex","maternity","paternity","momage","parity","bo","rearing","age","hi","date1","rbc","wbc","hct","hgb","mcv","mch","mchc","lymph","monos","eos","date2","rbc2","wbc2","hct2","hgb2","mcv2","mch2","mchc2","lymp2","mono2","eos2","date3","rbc3","wbc3","hct3","hgb3","mcv3","mch3","mchc3","lymp3","mono3","eos3"
"11","Artifee","520","6/21/04",87,14,1.2,7.4,3.4,0.3,53,48,17,250,9.3,2.5,145,3.6,104,0.9,12,4,36,31,126,235,56,1.7,286,"06/10/2003",103,9,0.7,6.6,3.1,0.2,70,44,17,234,9,2.3,137,3.4,101,0.9,13,3.5,35,29,84,191,52,1.5,270,"6/24/02",105,9,1.1,7.5,3.4,0.2,66,44,19,240,10.1,2.7,138,3.4,104,0.8,8,4.1,22,28,107,3.4,61,1.7,272,"5/16/01",107,12,0.9,7.3,3,0.2,73,59,23,232,9.3,2,135,3.5,97,0.7,13,4.3,38,19,116,155,92,1.7,268,404,351,377,377.33,27,-26,0,14,"7/24/1976","Banana","Hoboh",0,"AH","7/15/01",9122,25.6,"Yerkes","A",2,4,5,4,4,4,2,4,3,2,4,5,5,3,4,3,5,1,1,5,5,4,4,3,4,2,3,2,6,5,4,5,5,4,4,4,5,3,3,5,3,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Banana","Hoboh",30.25,7,5,2,"20.5","-0.47","08/05/1997",5.14,17000,38.8,12,75.5,23.3,30.9,40,0,2,"11/05/1998",5.07,14000,41.5,13.1,81.9,25.8,31.6,33,9,1,"25/05/1999",5.16,15500,43.1,13.9,83.5,26.9,32.3,44,6,0
"12","Atlanta","342","10/02/2000",121,10,1,7.9,3,0.1,82,24,19,203,10.3,5.1,146,3.3,102,0.6,10,4.9,26,10,286,190,22,1.9,288,"2/18/99",123,15,1,7.4,3.1,0.1,68,38,19,151,9.8,1.6,145,3.4,98,0.7,15,4.3,45,18,384,207,24,1.8,288,"02/11/1998",107,17,0.4,7.7,3,0.3,68,41,22,212,9.2,3.3,144,3.2,91,0.6,43,4.7,NA,NA,182,137,NA,NA,NA,"09/10/1996",82,14,0.7,7.5,3.2,0.4,68,33,13,189,10.2,4.8,141,3.3,99,0.7,20,4.3,NA,NA,105,113,NA,NA,NA,519,372,592,494.33,25,-122,98,15,"08/10/1965","Cheri","Jent",0,"SS","1/19/99",12215,34.3,"Yerkes","A",NA,1,2,1,1,7,1,5,2,1,4,1,6,1,6,1,1,1,1,1,6,7,1,1,2,1,1,1,7,7,1,6,1,6,2,1,1,1,7,7,1,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Cheri","Jent",19,4,3,2,"31","0.48","10/09/1996",5.44,7600,44.6,13.9,82,25.6,31.2,49,2,0,"11/02/1998",5.28,11700,41.1,12.4,77.8,23.5,30.2,50,7,1,"18/02/1999",5.95,18800,49.1,15,82.5,25.2,30.5,62,7,0
"13","Augusta","510","8/28/03",72,10,1,7.2,3.4,0.3,56,22,17,196,9,3.7,141,3.7,103,0.9,10,3.8,41,40,137,157,16,1.6,277,"8/20/02",91,6,0.8,7.4,3.6,0.2,59,21,6,201,9.3,3.1,138,3.5,105,0.9,8,3.8,40,38,72,177,14,1.7,270,"09/05/2001",93,6,0.9,7.2,3.8,0.2,80,23,15,198,8.9,2.3,145,3.8,104,1.1,7,3.4,38,29,66,89,17,1.7,284,"08/10/2000",96,8,1.2,7.7,3.8,0.2,108,23,16,190,9.3,3.5,139,3.6,103,1,7,3.9,33,27,68,168,19,1.6,273,391,349,373,371,20,-22,2,16,"08/01/1975","Mary","Homer",0,"MW","7/15/01",9480,26.6,"Yerkes","A",2,5,5,6,2,2,2,6,6,2,3,4,2,2,4,4,5,2,6,4,2,2,5,4,4,5,6,5,5,5,2,4,2,4,3,2,2,3,3,3,2,3,6,3,"08/01/1975","Mary","Homer","Yerkes",2,0,"BN","06/02/2000","A",4,2,3,3,4,4,4,2,3,2,4,4,4,4,3,4,3,3,3,3,3,4,3,4,3,4,2,3,4,4,3,2,2,4,3,3,3,4,4,4,5,4,2,4.5,5.5,2,2.5,2,5,5,3,3.5,3.5,2.5,3,3.5,4,4,3,4.5,3.5,2.5,2.5,4.5,4,4,4,4.5,4.5,4.5,4.5,2,4,2.5,3.5,3.5,2.5,2,3.5,3,2.5,2,2.5,4.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Mary","Homer",15.08,1,1,2,"22","-0.65","06/08/1997",4.9,24500,40.9,13.4,83.5,27.3,32.8,36,0,1,"01/09/1998",4.49,11000,38.1,12.7,84.9,28.3,33.3,60,3,3,"18/08/1999",4.68,14400,39.7,13.1,84.8,28,33,34,0,2
"14","Barbara","462","2/17/04",63,13,0.7,6.5,3.1,1,44,40,22,264,8.5,2,144,2.8,103,0.9,19,3.4,18,20,83,219,16,1.5,281,"03/06/2003",89,13,0.9,7.1,3.2,0.1,53,35,19,258,8.5,2.3,145,3,114,0.8,14,3.9,12,22,115,180,15,1.5,285,"4/18/02",91,11,0.7,8,3.8,0.1,63,41,30,254,9.6,2,149,3.2,106,0.9,16,4.2,20,19,168,653,14,1.7,292,"2/28/01",88,11,1,7.6,3.5,0.1,56,36,30,293,9.2,1.6,142,3,102,0.9,11,4.1,9,24,122,436,15,1.4,279,414,322,348,361.33,53,-39,-13,19,"12/16/1972","Sonia","Hal",0,"SS","1/13/99",9524,26.8,"Yerkes","A",NA,2,3,2,6,6,1,1,2,1,5,1,4,1,5,1,4,2,1,3,6,6,1,1,4,3,2,4,6,4,4,4,1,5,5,3,1,1,6,6,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yerkes","Alive","02/07/2011","154/85",54.5,"7/28/10","162/99",58,"6/17/08","135/76",62,0,"Sonia","Hal",13.12,3,2,1,"24","0.57","30/01/1997",5.05,13100,42.1,14.1,83.4,27.9,33.5,30,4,2,"09/03/1998",5.18,8400,42.5,14.3,82,27.6,33.6,57,4,0,"17/02/1999",4.78,8600,41.1,13.6,86,28.5,33.1,29,6,0
"15","Barbi","518","3/25/04",93,13,1,7.5,3.8,0.2,121,35,18,215,9.5,1.5,144,2.8,101,1,13,3.7,42,23,136,181,22,1.9,283,"3/13/03",90,13,1.1,7.7,3.6,0.1,83,32,20,196,9.4,1.4,145,3,114,0.9,12,4.1,23,26,106,169,17,1.9,285,"06/11/2002",97,13,1,8.4,3.9,0.2,90,29,51,20,10.2,1.4,148,3.1,107,0.9,13,4.5,31,29,124,2735,25,2,291,"6/22/01",85,42,2.7,7.4,3.2,0.2,74,16,22,279,11,1.9,136,3.3,93,0.8,16,4.2,19,27,128,375,11,2.1,279,354,275,378,335.67,18,-61,42,20,"6/14/1976","Cookie","Homer",0,"JM","01/11/1999",8246,23.2,"Yerkes","A",NA,4,2,2,5,4,1,4,2,2,2,5,3,2,5,2,2,2,2,2,3,2,2,2,3,5,5,2,5,3,5,3,2,2,2,2,2,2,5,5,3,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yerkes","Alive","3/23/10","127/71",67,"3/24/09","128/70",NA,"","",NA,0,"Cookie","Homer",20.42,6,3,1,"20.5","-0.35","13/05/1997",5.21,9900,41.9,13.8,80.4,26.5,32.9,32,3,5,"28/05/1998",5.42,15100,43.8,14.4,80.8,26.6,32.9,18,2,2,"02/06/1999",5.29,9300,43.4,14.7,82,27.8,33.9,55,5,1
"16","Barney","575","11/11/2003",98,15,1.2,6.2,3.1,0.3,57,40,40,168,8.4,1.7,136,3.4,98,1,13,3.1,63,58,62,328,28,1.4,270,"01/07/2003",98,12,1.6,6,2.9,0.2,66,61,55,179,9,2.7,147,3.1,106,0.9,8,3.1,36,42,58,415,24,1.8,289,"11/14/01",104,41,1.7,7.2,3.6,0.3,105,41,33,191,10.5,5.3,143,3.8,100,1,24,3.6,36,29,67,217,30,2.1,293,"11/14/00",88,14,1.5,6.3,3.8,0.2,96,36,29,157,9.3,2.2,142,3.4,103,1.5,9,2.5,37,37,78,258,21,1.7,280,365,419,308,364,1,55,-56,21,"05/06/1989","Melissa","Joseph",1,"MW","7/15/01",4453,12.5,"Yerkes","A",2,1,7,7,2,2,5,7,6,7,1,2,1,2,2,7,3,7,7,6,1,1,6,6,5,1,1,7,6,5,2,5,2,5,2,2,2,3,3,2,5,2,2,7,"05/06/1989","Melissa","Joseph","Yerkes",2,1,"BN","06/02/2000","A",5,2,3,3,5,5,5,3,2,2,4,6,4,5,5,5,4,3,3,3,3,5,3,5,4,5,2,5,5,4,3,3,2,3,3,3,4,4,5,5,6,4,3,3,6.5,2.5,2.5,3.5,5.5,5.5,6,2.5,2.5,2,4,2.5,6,3,6,6,5,2,2,5.5,5.5,5,2,2,6,5,5,2.5,4.5,3,4.5,2.5,3.5,2,3.5,3,2,4,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Melissa","Joseph",7.92,1,1,3,"7.5","-0.05","02/01/1997",4.88,12300,42.2,13.7,86.5,28.1,32.5,33,0,0,"14/12/1998",5.54,9000,48,16.3,86.6,29.4,34,28,2,2,"28/10/1998",5.85,10600,50.5,16.7,86.3,28.5,33.1,33,4,2
"17","Beleka","380","12/02/2004",122,13,1.1,7.7,3.6,0.3,94,40,51,230,10.5,3.1,142,2.6,88,0.9,12,4.1,27,14,148,673,22,2.3,280,"4/22/03",130,12,0.9,8.4,3.7,0.2,136,39,40,178,9.4,2.9,140,2.6,102,0.8,13,4.7,35,16,342,443,27,1.7,277,"4/15/02",133,9,0.9,7.6,3.4,0.1,104,26,21,150,9.6,4.2,146,2.7,100,0.8,10,4.2,24,15,199,198,21,1.5,287,"4/30/01",150,7,0.9,7.4,3.3,0.1,123,31,32,147,9.7,1.7,142,3.2,104,0.8,8,4.1,34,14,174,383,29,1.4,281,350,372,590,437.33,-87,-65,153,22,"01/01/1962","","",0,"MW","7/26/01",14451,40.6,"Yerkes","A",6,3,2,6,3,3,4,5,4,4,3,3,4,2,3,3,5,2,4,3,4,4,4,3,4,4,3,3,6,4,5,4,2,2,3,2,4,4,3,4,5,5,2,6,"01/01/1962","","","Yerkes",6,0,"WH","10/27/97","B",1,1,5,3,7,4,1,6,4,5,5,5,6,2,5,6,6,3,6,4,2,2,2,5,2,2,4,3,6,7,5,2,2,5,2,4,5,5,5,5,6,2,2,2,6,4.5,4.5,2.5,5,4.5,2.5,4,2.5,4.5,3.5,3,3.5,4.5,4.5,4.5,4,4,3.5,3,2.5,4.5,3,2.5,2.5,6.5,4.5,3.5,5,2,4,4,2.5,3,3,4,4,3.5,5,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","",NA,NA,NA,1,"35","0.02","08/04/1997",5.51,6300,44.7,14.6,81.1,26.5,32.7,54,4,6,"30/04/1998",5.14,6800,43.4,14.4,84.4,28,33.2,31,4,2,"22/04/1999",5,6100,41.7,13.7,83.4,27.4,32.9,33,1,0
"18","Bjorn","563","02/04/2004",108,8,1.2,7.2,3.2,0.4,66,71,38,177,9.8,3,139,3.8,98,0.8,7,4,29,56,85,366,23,2.1,274,"6/24/03",100,14,1.2,7.1,3.2,0.2,68,66,48,154,9.2,3.6,145,4,99,0.8,12,3.9,23,39,85,523,21,2.1,288,"7/23/02",108,12,1.2,7.2,3.6,0.2,96,61,40,176,9.3,3.2,145,3.5,103,1,10,3.6,27,38,93,754,21,1.9,286,"5/21/01",90,12,1.2,7.2,3.9,0.3,99,52,46,154,9.8,3,135,3.5,97,1.2,10,3.3,26,30,117,723,25,1.7,267,428,336,225,329.67,98,6,-105,24,"7/16/1988","Anja","Walnut",1,"SS","1/19/99",3839,10.8,"Yerkes","A",NA,3,2,2,4,3,1,2,2,2,4,3,4,4,4,3,3,2,3,2,4,4,3,2,4,4,4,2,4,4,2,4,2,4,4,4,1,1,4,2,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Anja","Walnut",8,1,1,1,"8","0.33","07/11/1996",5.85,18000,47.9,15.7,81.9,26.8,32.8,17,1,0,"07/01/1998",5.99,11900,47.6,16.3,79.5,27.2,34.2,23,2,4,"05/01/1999",6.71,10400,54.9,18.5,81.8,27.6,33.7,53,3,0
"19","Bo","490","3/17/04",136,12,0.9,8.4,2.9,0.1,81,26,20,252,9.4,1.7,137,3.3,101,0.5,13,5.5,51,41,138,182,23,2.3,273,"03/06/2003",127,10,1,8.7,2.8,0.1,65,21,22,278,8.9,2.6,139,3.5,110,0.5,10,5.9,29,23,159,123,21,1.7,276,"03/07/2002",119,10,0.9,8.9,2.9,0.2,75,23,21,227,9.2,2.5,141,3.7,101,0.5,11,6,39,29,110,123,23,1.7,279,"3/19/01",141,9,1,8.2,3,0.1,88,20,23,264,8.8,1.4,139,3.1,106,0.6,9,5.2,29,26,160,96,26,1.6,275,353,364,377,364.67,-12,-1,12,25,"01/01/1969","","",0,"AH","7/26/01",11894,33.4,"Yerkes","A",9,4,4,4,5,6,1,3,3,2,5,4,5,2,5,2,4,2,2,5,6,5,3,3,5,4,4,3,5,4,4,5,3,4,4,3,5,2,4,5,3,6,4,5,"01/01/1969","","","Yerkes",9,0,"WH","10/21/97","B",1,5,3,6,1,1,5,7,1,4,1,1,3,3,1,1,1,2,5,2,7,2,6,2,1,4,7,1,1,6,4,5,6,3,7,3,3,4,1,2,1,1,6,4.5,2.5,6,5.5,3,2,2.5,1.5,4.5,5.5,4,1.5,5.5,1.5,3,1.5,1.5,4,4.5,3.5,3,2.5,3,5.5,5,3.5,5.5,3,4.5,4,2,2.5,3.5,2,5.5,1.5,4,6,4.5,5,2.5,3,"Yerkes","Alive","1/21/11","169/95",55.5,"12/15/09","174/97",50.5,"7/15/08","207/125",54,0,"","",NA,NA,NA,1,"28","0.04","19/03/1997",5.21,9200,43.1,13.8,82.7,26.5,32,54,4,1,"10/03/1998",4.8,8500,40.2,13.1,83.7,27.3,32.6,52,7,3,"15/07/1999",4.62,10300,39.5,12.7,85.5,27.5,32.2,35,3,1
"20","Boisfeullet","369","1/27/03",105,9,1.4,7.5,3.5,0.3,103,43,22,174,9.2,1.3,143,2.9,109,0.9,6,4,29,32,88,176,20,2.5,280,"01/09/2002",125,8,1.5,7.5,3.6,0.3,143,43,27,153,7.7,1.6,144,2.9,104,0.9,5,3.9,35,27,87,210,19,1.9,283,"2/20/01",96,10,1.3,7.6,3.7,0.3,142,47,27,154,9,2.3,139,3,105,0.9,8,3.9,21,23,101,210,23,1.6,273,"01/11/2000",118,9,1.4,7.2,3.4,0.3,105,47,35,173,9.2,1.6,138,3.1,100,0.9,6,3.8,26,23,106,321,24,2,272,406,323,383,370.67,35,-48,12,26,"12/14/1971","Jenda","",1,"WH","10/30/97",9452,26.6,"Yerkes","A",2,3,3,5,5,2,5,4,4,6,1,6,2,1,5,6,3,5,5,2,2,2,6,5,2,3,2,4,5,3,5,2,5,1,2,1,6,6,3,3,6,4,1,5,"12/14/1971","Jenda","","Yerkes",2,1,"DP","7/27/01","B",2,1,5,5,3,3,1,5,3,5,2,2,4,2,2,4,5,6,6,4,5,3,2,4,2,1,6,3,3,5,5,4,1,4,4,6,2,2,2,2,2,1,1,2,3.5,5,4,3,3,3,4,1.5,5.5,3.5,1.5,5,4.5,3.5,4,3.5,2,4,4,4,4,2,3.5,2,2.5,5,3.5,4.5,3,3.5,3,3,2,3.5,3.5,4,4.5,3.5,4.5,2,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Jenda","",13,3,2,2,"25","1","28/01/1997",5.72,16400,47.4,15.1,82.9,26.4,31.9,48,0,2,"15/01/1998",5.61,14500,45.8,14.9,81.6,26.6,32.5,42,5,2,"05/01/1999",5.85,9600,49,15.9,83.8,27.2,32.4,46,0,2
"21","Boka","200","09/12/2003",102,5,0.9,8,3.7,0.2,84,62,36,268,9.4,2.2,138,3.6,100,0.9,6,4.3,32,30,67,160,16,1.9,271,"12/26/02",126,11,1.2,7.4,3.6,0.3,84,26,29,226,9,2,140,2.7,99,0.9,9,3.8,21,27,78,661,17,1.7,276,"10/22/01",126,11,1.4,7.3,3.3,0.2,86,30,22,196,9.6,1.6,142,3.2,99,0.8,8,4,31,19,76,201,21,1.5,281,"9/19/00",109,9,1,7.1,3.9,0.2,132,20,14,256,9.4,2.4,134,3.4,100,1.2,9,3.2,18,28,128,123,19,1.7,265,398,430,260,362.67,35,67,-103,27,"11/11/1959","Alfalfa","Bokar",0,"WH","11/12/1997",13881,39,"Yerkes","A",3,4,5,3,5,6,1,3,3,2,4,5,4,1,4,1,4,3,2,4,5,4,2,2,2,4,4,2,5,5,4,5,2,2,4,1,5,2,4,6,5,5,3,4,"11/11/1959","Alfalfa","Bokar","Yerkes",3,0,"MW","1/25/01","B",1,2,2,5,1,2,5,5,2,5,3,2,4,3,2,6,4,3,6,3,5,3,3,5,2,3,3,2,1,6,4,4,4,2,2,3,3,4,3,3,3,2,4,4.5,3,5,6,1.5,3,3,1.5,4,5,3,1.5,4.5,1.5,3.5,2,2,3.5,4,3.5,2.5,2.5,2.5,3,3.5,2.5,5.5,5,4,4.5,2,3,3,1.5,4.5,2,4,4.5,4.5,5,2.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Alfalfa","Bokar",14.08,1,1,1,"37.5","0.85","16/10/1997",4.94,17400,42.9,14,86.8,28.3,32.6,23,2,2,"08/10/1998",4.86,9100,42.4,14.3,87.2,29.47,33.7,22,0,2,"20/10/1999",4.95,12500,43.4,13.9,87.7,28.1,32,27,2,3
"22","Borie","454","1/15/04",130,23,1.8,8.4,3.6,0.2,115,21,28,183,10.1,1.1,142,2.5,97,0.8,13,4.8,48,57,160,130,19,1.7,284,"3/25/03",107,22,1.3,8.4,3.7,0.3,96,21,20,202,9.5,1.8,141,2.8,101,0.8,17,4.7,43,53,133,149,21,1.6,281,"04/09/2002",116,23,1.5,8.3,3.3,0.2,89,21,24,206,10,2.3,142,2.8,99,0.7,15,5,68,54,98,316,17,1.4,284,"2/23/01",123,18,1.7,8,3.5,0.2,107,23,21,204,9.6,0.8,136,2.9,101,0.8,11,4.5,39,40,80,216,17,1.4,272,410,350,296,352,58,-2,-56,28,"01/01/1964","","",0,"JM","01/11/1999",12794,35.9,"Yerkes","A",NA,1,7,5,3,6,1,3,2,1,6,1,5,3,2,4,4,5,1,2,5,5,2,3,6,2,2,1,5,5,1,6,1,7,6,6,2,1,5,3,1,3,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yerkes","Alive","08/06/2009","140/91",55,"12/09/2008","145/96",57,"12/11/2007","171/113",56,0,"","",NA,NA,NA,1,"33","0.81","10/02/1997",5.16,16900,42.6,13.5,82.6,26.2,31.7,43,1,1,"02/04/1998",4.79,10700,39.7,13.3,82.9,27.8,33.5,36,13,1,"16/12/1998",4.95,10000,41.8,13.7,84.4,27.7,32.8,50,4,0
"23","Brandy","592","8/26/04",91,9,0.9,7.8,3.7,0.2,107,19,13,214,9.3,2.9,137,3.1,101,0.9,10,4.1,14,31,131,357,14,2,269,"09/12/2003",102,5,0.9,8,3.7,2,84,62,36,268,9.4,2.2,138,3.6,100,0.9,6,4.3,32,30,67,160,16,1.9,271,"9/30/02",119,6,1.2,7.6,3.9,0.2,84,46,13,239,10.1,2.8,137,2.6,102,1.1,5,3.7,30,39,77,413,12,1.7,268,"9/18/01",97,8,1.1,7.1,3.9,0.1,114,25,46,215,9.3,1.7,143,3.8,104,1.2,7,3.2,27,22,88,3049,16,2.1,281,377,347,349,357.67,19,-11,-9,29,"4/26/1985","Lolita","Walnut",0,"WH","11/11/1997",4582,12.9,"Yerkes","A",2,4,5,4,5,4,4,5,5,3,5,6,3,4,3,4,3,5,5,5,3,3,5,5,3,3,4,5,2,3,4,5,3,2,5,5,5,5,3,3,6,4,3,4,"4/26/1985","Lolita","Walnut","Yerkes",2,0,"AH","7/15/01","B",6,2,3,4,4,5,3,3,4,3,5,4,4,5,3,5,4,4,4,3,2,5,3,5,5,5,2,4,5,3,4,3,4,4,2,5,5,4,5,6,6,4,5,3.5,5,4,4,3,5,5.5,4.5,4.5,4,3,4,3.5,4.5,3,4.5,4,5,4,3.5,5,5,4,2.5,3.5,5,2.5,4,3.5,4.5,4,3,4.5,4.5,4.5,4.5,3.5,2.5,5.5,3.5,3.5,4.5,"Yerkes","Alive","2/21/11","143/71",71,"11/17/09","129/63",71,"12/02/2008","136/72",77,0,"Lolita","Walnut",25,6,6,1,"12","-0.33","17/09/1997",5.02,10200,41.8,14.3,83.3,28.5,34.2,48,5,0,"29/09/1998",4.61,8200,39.1,13.5,84.8,29.3,34.5,33,0,3,"22/09/1999",4.5,13200,38,13,84.4,28.9,34.2,11,0,0
